"","logFC","logCPM","F","PValue","FDR"
"TRPM1",-3.23937537211576,2.3151626148453,29.9007597537678,2.06686393416345e-06,0.038575598713947
"FGF12-AS1",4.44402369714471,0.302829986097022,24.8131791018419,6.3073816816999e-06,0.038575598713947
"FCAMR",1.71800498893721,2.23864799317805,25.2928173518457,1.0076538604692e-05,0.038575598713947
"MEIKIN",-1.7814042618002,2.80568397713608,25.3636817196082,1.0489242175996e-05,0.038575598713947
"AC021698.1",3.86846537149313,0.398863022195691,23.6117015614837,1.06581672697611e-05,0.038575598713947
"AC011029.1",2.90810853808041,2.21434720569182,24.9905336677092,1.10100652784551e-05,0.038575598713947
"MROH6",-1.60226215835588,4.14721370143061,24.5444677906215,1.54738671783624e-05,0.0428269129038789
"AC008459.1",5.09272643302756,0.285553085647831,22.6557350237414,1.63264717112886e-05,0.0428269129038789
"STX11",1.79282121780787,0.767784636038436,22.6336724329846,1.8519239146519e-05,0.0428269129038789
"FGF12",3.57269750642672,4.48672987202879,23.6761558684374,2.03724255084573e-05,0.0428269129038789
"SLITRK3",-3.12830147403744,-0.465999112939354,21.0416724405831,2.31090011343907e-05,0.0441634019861057
"AC010623.1",2.54836502040824,0.579174832223,20.8300235183057,3.20506742039634e-05,0.0561474394263099
"DAGLA",2.13459488318341,0.447694206447115,20.670530849476,3.62471443730578e-05,0.0586144206931093
"AC092153.1",2.36526036160971,0.207130394701482,19.8700245448202,4.39020014228587e-05,0.0659219909936669
"CA12",3.53891858815427,1.64288149079709,19.5143893177223,6.55859340007268e-05,0.0875995480891738
"AC004470.1",3.78361482402442,1.09912272925329,19.0812760250808,6.66726652757483e-05,0.0875995480891738
"AL109838.1",-2.38167756865192,1.10212576856159,18.4702774901758,8.44683411451693e-05,0.104452556914926
"AC105094.2",-0.963251637956091,2.59166253475142,18.9115573664613,9.28717574224323e-05,0.108463893585243
"APOA4",3.8934649410936,0.471254223188195,17.3460932047238,0.00011020709000113,0.121935444526514
"AC018832.1",1.91279530557694,0.458576433249226,16.7949544442089,0.000146109027020312,0.149169455824185
"AC092832.2",3.43501311289278,0.23786735742197,16.6573884222412,0.000154007828645168,0.149169455824185
"TBC1D3D",-5.30734322379946,1.29852279268827,16.5638780870169,0.000168724257292716,0.149169455824185
"PTCHD1",3.3203436956644,2.31737307339737,16.9795832662223,0.000170478863888786,0.149169455824185
"EYA1",1.08729845820862,1.45285211290599,16.8517213875335,0.000173400779626494,0.149169455824185
"AC016910.1",2.48137188082614,0.443708471446849,16.3870831328164,0.000177396841195159,0.149169455824185
"ZNF431",1.17770349429787,3.25169638019528,17.1164254448071,0.000187131617461684,0.151303110087674
"ANGPTL2",2.07331846931874,1.01240605816008,16.2424492220411,0.000203394361317042,0.15599617874436
"UPK3A",3.61832336225078,0.0718301014836128,15.662197277231,0.000216055873561513,0.15599617874436
"PADI1",3.28125422522175,2.48340501176881,16.3141853492832,0.000223614774529515,0.15599617874436
"AP000779.1",2.54894363375625,0.0217855343768369,15.6088209374038,0.000231746087419758,0.15599617874436
"LINC01606",-1.87098301365578,1.31250556990966,16.0256202872838,0.000237269801435995,0.15599617874436
"FAM83D",-1.06765672985575,2.31208045532356,16.2383513067443,0.000237459695548451,0.15599617874436
"APH1B",0.96933936016627,1.32984985057461,15.8003220910409,0.000256482222743615,0.158858887715835
"PIK3IP1",1.27193057038041,1.94860598260299,15.9323529989222,0.000256930938176119,0.158858887715835
"GLIS2-AS1",1.7958515437763,0.052700719424295,15.0917378809323,0.000284675230070055,0.169568437500004
"AL139294.1",2.42840924440582,1.0968068376591,15.2985678428329,0.000290384537627255,0.169568437500004
"LINC01941",-5.74466670463056,-0.710219019612028,15.8190549352307,0.000306671962345941,0.169918294961591
"AL512603.2",-1.0068545304159,1.72385200440195,15.4975207656558,0.000307149424818784,0.169918294961591
"AC139769.2",2.44854147558723,1.38666578779463,15.1297979438338,0.000343442884834003,0.18133467614932
"LINC01821",-1.89182017014092,1.46326886601762,15.109820446724,0.000345037914849814,0.18133467614932
"C2orf73",3.34265577403879,0.963769248851675,14.7578859789779,0.000364798889234898,0.187043957304781
"ZNF714",1.23047534058909,2.45280648188067,14.9269863540997,0.000396961404666363,0.191114985351568
"AC103794.1",2.51301765409182,1.10280628826075,14.3897141049739,0.000413963144932869,0.191114985351568
"GLIS2",1.74989963118731,1.48146483690859,14.5520334722521,0.000419823412384299,0.191114985351568
"SLC12A1",1.55179510382461,1.83231600039197,14.6207093807359,0.000424865363197523,0.191114985351568
