axis,level,program,bin,coord_mid,mean_expr,sem,n_donors,slope
fibrosis,F3,PP,8,0.19818656918959845,1.0464779045710066,0.02589263877655828,12,-0.1316925259162545
fibrosis,F3,PP,9,0.4762642226924544,0.9941448147247849,0.026306554764043207,12,-0.1316925259162545
fibrosis,F3,PP,10,0.7823616059884713,0.9547611677571615,0.027938105735153946,12,-0.1316925259162545
fibrosis,F3,PP,11,1.135681259527008,0.8930153818001632,0.0262248537574536,12,-0.1316925259162545
fibrosis,F3,PP,12,1.5517727774439234,0.8245386077461089,0.025662631284550264,12,-0.1316925259162545
fibrosis,F3,PP,13,2.0862126457809085,0.7553166851267342,0.023861194365754193,12,-0.1316925259162545
fibrosis,F3,PP,14,4.223182751106757,0.6420716982738915,0.020368473192530927,12,-0.1316925259162545
fibrosis,F4,PC,0,-4.467476349070802,0.5380046360459821,0.05152655643822201,8,0.1012777532941839
fibrosis,F4,PC,1,-1.9603769606098451,0.5984215645133238,0.04761748980450827,9,0.1012777532941839
fibrosis,F4,PC,2,-1.5156741757224914,0.6419796560559382,0.04699797627920965,9,0.1012777532941839
fibrosis,F4,PC,3,-1.1661194898716438,0.6667916249864337,0.046806608818491524,9,0.1012777532941839
fibrosis,F4,PC,4,-0.8643681640032277,0.6983534298998607,0.05032385845178406,9,0.1012777532941839
fibrosis,F4,PC,5,-0.5880345642986102,0.7330776877401486,0.05601663738311272,9,0.1012777532941839
fibrosis,F4,PC,6,-0.32701056004417123,0.7431388308080314,0.056276503600993504,9,0.1012777532941839
fibrosis,F4,PC,7,-0.06861412787854097,0.7862498598313334,0.06414849026576093,9,0.1012777532941839
fibrosis,F4,PC,8,0.19818656918959845,0.8168357386835646,0.06212749242308238,9,0.1012777532941839
fibrosis,F4,PC,9,0.4762642226924544,0.854174197099647,0.05990901372534948,9,0.1012777532941839
fibrosis,F4,PC,10,0.7823616059884713,0.8785114889837212,0.06344174384431221,9,0.1012777532941839
fibrosis,F4,PC,11,1.135681259527008,0.9124173084412176,0.07382090170888832,9,0.1012777532941839
fibrosis,F4,PC,12,1.5517727774439234,1.0200105403015791,0.0471558576260484,9,0.1012777532941839
fibrosis,F4,PC,13,2.0862126457809085,1.1664868354801161,0.054952169848951536,8,0.1012777532941839
fibrosis,F4,PC,14,4.223182751106757,1.3133516712436752,0.05215573108646833,8,0.1012777532941839
fibrosis,F4,PP,0,-4.467476349070802,1.6223599211290889,0.04505432689102598,8,-0.1445589271216565
fibrosis,F4,PP,1,-1.9603769606098451,1.4198893814453608,0.04147565233449583,9,-0.1445589271216565
fibrosis,F4,PP,2,-1.5156741757224914,1.3140488053363133,0.03840472065020339,9,-0.1445589271216565
fibrosis,F4,PP,3,-1.1661194898716438,1.2381803505953408,0.03978582448992476,9,-0.1445589271216565
fibrosis,F4,PP,4,-0.8643681640032277,1.1689592509118885,0.04462702977114175,9,-0.1445589271216565
fibrosis,F4,PP,5,-0.5880345642986102,1.1071131346967054,0.04757504737614134,9,-0.1445589271216565
fibrosis,F4,PP,6,-0.32701056004417123,1.0367890063758571,0.04702864409260119,9,-0.1445589271216565
fibrosis,F4,PP,7,-0.06861412787854097,0.9992120747398135,0.058941982594079595,9,-0.1445589271216565
fibrosis,F4,PP,8,0.19818656918959845,0.9341364801239457,0.05319293958270075,9,-0.1445589271216565
fibrosis,F4,PP,9,0.4762642226924544,0.8836376988923008,0.05070039215659889,9,-0.1445589271216565
fibrosis,F4,PP,10,0.7823616059884713,0.8100303035363479,0.05347002780919067,9,-0.1445589271216565
fibrosis,F4,PP,11,1.135681259527008,0.7247838211992269,0.0656787237044997,9,-0.1445589271216565
fibrosis,F4,PP,12,1.5517727774439234,0.7005880761460732,0.04109262510003238,9,-0.1445589271216565
fibrosis,F4,PP,13,2.0862126457809085,0.6895809141405036,0.044794345598058984,8,-0.1445589271216565
fibrosis,F4,PP,14,4.223182751106757,0.5744116023673352,0.03476058807680707,8,-0.1445589271216565
