"","logFC.F1...F0","logFC.F2...F0","logFC.F3...F0","logFC.F4...F0","logCPM","F","PValue","FDR"
"AL135791.1",1.16046812001616,1.27978541276749,1.3758689988081,0.644043355485113,1.21683325217333,1.16431526115737,0.339432637133067,0.671771125758929
"DNAJC27-AS1",-0.492671890395055,-0.453667928229921,-0.213426954543307,-0.387940770105279,4.51328086742348,1.17011922406643,0.339534469193408,0.671811556717302
"WDR3",0.287227549667995,0.207451425378685,0.308149322069611,0.0541598368118908,4.65615625637391,1.17011381723257,0.339539700072562,0.671811556717302
"ST3GAL3",-0.282294229737908,-0.425529385845837,-0.293289612320156,-0.349653940430181,7.59958953862456,1.16999527064249,0.339548938736625,0.671811556717302
"SNTB1",-0.0494471451147798,-0.257666741944594,-0.0629370683633385,-0.467936938782641,10.1175633628108,1.16959584778434,0.339719383863528,0.6720039923913
"TTL",0.0104686685673223,0.350170315695752,0.259579318659481,0.335134393110788,4.38138881490446,1.16957424916607,0.339775545031574,0.6720039923913
"SLC25A12",0.362661093235592,0.507350844053281,0.556688961871438,0.0780338133753439,3.9914728872085,1.16952408556794,0.339775863180665,0.6720039923913
"FNIP2",-0.399761857098241,-0.693025232120514,-0.471320186889798,-0.86681998967781,7.32805238182094,1.16942722040897,0.33979362656719,0.6720039923913
"Z95331.1",0.385349366192882,0.205984010276611,0.377026081519728,0.0531764407898966,4.08647757772942,1.16943568385517,0.339806033637119,0.6720039923913
"RASA4B",-0.318147209549746,-0.862045571832727,-1.02302094958902,-0.483488320968085,0.821015999365575,1.16243438964087,0.339844688323785,0.672017217377726
"CBL",0.038510246653003,0.0969470540694137,0.13558920428049,0.36090613340521,5.30461319214233,1.16890567441292,0.34004535199201,0.672350770276151
"ZNRF3-IT1",-0.0874638702823643,-0.532695305661848,-0.705455688822428,-0.410077790758477,1.15084829308188,1.16290336822461,0.340119577806307,0.672358604069861
"AL031602.2",0.514909467636674,0.564511258356383,0.745149503116922,0.0171913975441075,2.28885668322324,1.16660027374151,0.34014322390776,0.672358604069861
"PRKCA",-0.342690779068693,-0.525557414888767,-0.450859107477095,-0.462794934303434,9.42630339654969,1.16858738345936,0.34015310219581,0.672358604069861
"GPR89A",0.419637245682309,0.176339124396572,0.282136404519156,0.125494592349313,4.51995978287338,1.16862323116638,0.340177248258351,0.672358604069861
"TERB1",-0.548417892863003,-0.0918431542555877,-0.111178315475077,-0.143528397521051,2.30986743040763,1.16580967183038,0.340288526083012,0.672472762617749
"AL513165.1",-0.219172872754451,-0.143082435497341,0.117776342513329,-0.533286556994662,1.8648743617909,1.16471251595747,0.340298984336772,0.672472762617749
"ERCC6L2",0.101600935193326,0.0428163653370629,0.128316111653995,-0.0971416796452203,6.77735556210994,1.16798561794404,0.340415453724171,0.672579695299202
"TRIM6",0.651902648585352,0.891416100203277,0.889419847144557,0.297909049169945,1.14091355954281,1.16176386480075,0.340486765699877,0.672579695299202
"NTPCR",0.397771363086652,0.321642951743644,0.397127379506416,0.495253444702129,4.45564887107061,1.16787829374078,0.340498274402939,0.672579695299202
"LFNG",0.247040157572539,0.930759845742371,-0.768215807742464,1.50668073795804,0.637288934366218,1.15780385051919,0.3405314973645,0.672579695299202
"CCDC157",-0.207514394493431,0.0415619244150247,0.0108977030122211,-0.377835148077801,2.18768783330581,1.16502575702004,0.340560569341475,0.672579695299202
"VIPR1-AS1",4.95752134890875,5.16244794885942,5.28416276380843,5.43540535994562,-0.451636375605644,1.15613748337982,0.340581274629023,0.672579695299202
"SAMD4B",-0.0754315117860133,-0.220405533310958,-0.231140804504015,-0.370461593615949,6.28494226285866,1.16755764087243,0.340603930473321,0.672579695299202
"IFFO2",-0.278195516472061,-0.0209454556814862,0.0481336189046877,0.237520083756288,3.87120043471328,1.16745142511765,0.340634537733514,0.672579695299202
"CIAO3",-0.330833852738358,-0.180669956508187,-0.419244867765117,-0.175764786512511,3.72179722456078,1.16733309402263,0.340641043471154,0.672579695299202
"PBX4",-0.124068704139359,-0.142044234245517,0.0981931852801696,0.979057254702715,0.693169816485757,1.15987426127527,0.340698563132375,0.672630089610141
"DDAH2",0.356236032504301,0.481991369772007,0.0612650919167824,0.490904100725469,2.17292801380339,1.16408308777899,0.340745502810229,0.67265958870097
"TMEM236",-0.12392596810723,0.24604806449762,0.372431832992319,0.609316184532663,1.77324159166392,1.16310858965531,0.340804524986826,0.672671311326755
"GCN1",-0.292834776127449,-0.299025648805033,-0.37000325473971,-0.133651154763382,5.55988272415233,1.16702983520764,0.340846905013214,0.672671311326755
"MYL6B",0.318180488658028,0.550416216992637,0.156742846815097,0.210337223648347,2.32369578827341,1.16462195684996,0.340881119120333,0.672671311326755
"TMEM100",1.10036086399571,0.866629328634606,0.937003471546291,-0.520123564253893,0.119811719226506,1.15574397390361,0.340922481567267,0.672671311326755
"SPRYD3",-0.601485932809835,-0.462749244853219,-0.571178409431066,-0.0427084217498319,1.55512480049547,1.16187394279552,0.340932758000993,0.672671311326755
"C3orf62",0.532015913061943,0.393145150963752,0.325159515596853,0.543013899511757,3.21390173277891,1.16614607919562,0.340943431747054,0.672671311326755
"ZNF618",0.50064637528849,0.351152528036508,0.501325053952334,0.279945076033858,6.93428622352098,1.16667577818127,0.340979103809901,0.672678558585937
"DGKE",-0.498655190116962,-0.524405282564655,-0.188335485192602,-0.569398185477132,4.10319877000255,1.16637775955659,0.341116810339336,0.672876339679374
"IDH3A",0.0505225937940122,0.0256539213454973,0.226952780837305,0.288483519793857,4.38233031225933,1.16636837535197,0.341143374954941,0.672876339679374
"AC004522.5",0.0210987121960389,-0.613056398977963,-0.349921017000286,-0.306144969696282,0.723118673912716,1.15927075097604,0.341178722131942,0.67288292491394
"CRTAP",0.0554004298356823,-0.0418360493558011,-0.210632106869468,0.00195407656657763,3.44789528062574,1.16577570578243,0.341215578328335,0.672892484767192
"COL6A3",-0.570298331212796,-0.620824497490734,-0.455195503032966,0.291114979674634,2.14491521376603,1.16232176756277,0.34130800239773,0.672942321161412
"PARP3",-0.511003441868791,-0.317894800359238,-0.816609030769735,-0.593926967205495,4.53511529200256,1.16596204318565,0.341326964267393,0.672942321161412
"NDUFS3",-0.177561972137695,-0.0939297699428407,-0.423005259597133,-0.0836046342457342,3.40086154450127,1.16534360820502,0.341371242626494,0.672942321161412
"EXOC8",-0.249588609161156,-0.345873901992261,-0.543476762748298,-0.453522862643191,1.93475462704644,1.16197495997981,0.341396223153104,0.672942321161412
"SEC23B",-0.291196290086734,-0.434307436155031,-0.151313470850228,-0.294439302322769,5.86536191052221,1.16570857887479,0.341408546910711,0.672942321161412
"CECR2",-0.0901986844555092,-0.182227099252972,-0.400938756611049,-0.430192117189085,9.02995483860946,1.16556146185229,0.341457268878087,0.672942321161412
"IPCEF1",-0.276096996105947,-0.459548472263503,-0.62073747771592,-0.683567153846709,3.79644651120386,1.16543942400098,0.341464929113727,0.672942321161412
"AC011445.2",-0.527879662401028,-0.124672081862492,-1.22438930607036,-0.745194598086631,0.595520465202607,1.1562353240246,0.341526233802092,0.672946857859702
"AC092168.2",1.34827008565286,0.37256903028486,0.854918942190318,0.0863113489641642,0.048778166753003,1.15422522511153,0.341533969520411,0.672946857859702
"PPP1R14B",0.218204912823155,0.15486334407303,-0.234641109013268,0.153084369155515,2.45374802473558,1.16296655085264,0.341603104534584,0.672946857859702
"C7orf61",-0.325794477397249,-0.259504648876109,-0.569958654720918,0.192514959329185,0.723357260787426,1.158077829897,0.341617780374819,0.672946857859702
"AL033523.1",0.72451604799031,0.724250783511665,1.11091081269529,0.412232723862169,3.03051875043244,1.16442067610721,0.341685566854281,0.672946857859702
"OR52I1",1.04380977812946,1.49559658422865,1.38205606162994,1.08166818226929,0.442829964155778,1.15628877082506,0.341690823107171,0.672946857859702
"MCOLN2",1.32836675979722,1.56461237833675,0.851192997668454,0.76150259389359,-0.044442482715267,1.15290697460572,0.341691311996692,0.672946857859702
"TOMM20",0.0148873466462446,-0.00664731115902705,0.0137614976806328,0.260251940731613,4.17038543494567,1.16481317273256,0.34180209634647,0.673101983081544
"KITLG",-0.709457526388629,-0.97371002574162,-0.915418212831529,-1.11113517543681,1.36638503522037,1.15940958567908,0.341883144704196,0.673198526411728
"AL121829.2",5.17171037243142,5.44886036366056,5.23920204712358,5.51059237258081,-0.293009319175411,1.15370442082912,0.341945881932341,0.673258998780712
"Z95118.2",-0.21956037719221,-0.496635154911394,-0.526785252079376,-0.830571162543419,2.45222690557764,1.16222617882117,0.342014196861969,0.673324589929645
"AL807742.1",-0.0948477181818971,-0.495353035783172,-0.602301550250155,-0.862773091663649,1.66897368800691,1.15963127051455,0.342043254488568,0.673324589929645
"AC097467.3",4.91618463009458,5.46949412049671,5.2646665241454,5.34328119833039,-0.372803008190139,1.1529832553753,0.342075893115162,0.673325788863945
"HSPA1B",-0.141206092920941,-0.278394347802017,-0.31488751025003,0.715416495532629,0.59146003853461,1.15652356543881,0.342118248479326,0.673346111743507
"PTPRF",0.0243717348747767,0.0267437089931138,-0.224222775145488,-0.039237174462381,7.29596270730541,1.16374115513023,0.342245447380262,0.673533401500456
"LPAR1",1.81944501067475,1.60482008237698,1.80990212701467,1.14178884591095,-0.154391509027284,1.1516846666601,0.342304078679187,0.673585728914525
"ADNP-AS1",0.130500521145623,0.404348485541559,0.353878752262403,-0.00658242271979191,2.91606379494902,1.16273061857384,0.342358894289546,0.673625158628629
"CBLN4",-0.370785565774481,0.155670354619048,-0.796143567498225,-0.470454110616475,0.466551741942973,1.15457086580778,0.342420974745379,0.673625158628629
"ARCN1",0.0057727720037026,-0.220838984556241,-0.171399352595099,-0.0565665252147207,5.19571226548564,1.16336685320323,0.342439210376836,0.673625158628629
"ICAM2",-0.23026995266298,0.665099966957681,-0.175891491309923,0.791646832716603,0.34200000491548,1.1540294253898,0.342452291421566,0.673625158628629
"KAT5",-0.350100235553432,-0.0352048248841345,-0.302877999374099,-0.101920422924664,3.89693356472432,1.16312643483813,0.342502428162059,0.673644361837479
"TRMT112",0.784609747744781,1.00129293761944,0.591234973030315,0.823018722207747,1.58575688154718,1.15819092824932,0.342546236774737,0.673644361837479
"TMEM185A",0.242377418596652,0.147884274673338,0.00468790132100045,0.0632907376073425,3.34396494577117,1.16249257341275,0.342604441317228,0.673644361837479
"UBE3B",0.160889524590052,0.00752066690406348,0.0485938530062331,-0.0960688437136268,5.16749157349331,1.16293659945932,0.342625086030781,0.673644361837479
"C9orf152",-0.210338602896698,-0.0748356395146651,-0.810207906169456,-0.304208494438138,0.647939315643107,1.15495727705762,0.34267847226012,0.673644361837479
"TVP23A",1.28420506135413,1.00080947602034,1.42358634152521,0.938169536073782,0.168614478856016,1.15276040951819,0.342681995155851,0.673644361837479
"PRPF8",-0.149328051548321,-0.169384823487395,-0.292350052569327,-0.174050987159975,5.78915080655113,1.16275545653417,0.342686366924651,0.673644361837479
"DECR2",-0.46961778025391,0.0116843812993598,-0.363591908884884,-0.26687951221402,5.70798219266032,1.16207244099211,0.342984036912246,0.67407142455617
"MSANTD2",-0.172005643383689,-0.2655418790072,-0.0860198612891567,-0.195268217538251,4.82048612543573,1.16204705795082,0.343017625087913,0.67407142455617
"SLC16A1",0.764414771195287,0.0666182660024717,0.0370886240177335,-0.269590183679155,4.69781400195879,1.16204437756517,0.343019051251813,0.67407142455617
"KDM8",0.53594524699947,0.69696433197565,0.422058678366087,0.152506489803005,6.45549751821205,1.16193301481121,0.343031876125103,0.67407142455617
"EVA1A",0.136305323075756,-0.171979504312886,0.141057167861228,0.0434654022252989,6.51130309668302,1.16154802049193,0.343199449565501,0.674317732214768
"VPS53",-0.17915376482322,-0.252219877051631,-0.239930755921899,-0.0656194717194802,7.21987196560966,1.16148856268161,0.34322137449805,0.674317732214768
"SLC15A4",0.232979414454788,0.338303948946563,0.199112982387062,0.325087439490925,4.92574771088668,1.16115634819587,0.343403953735289,0.674613392713134
"AC022463.1",0.865676109128205,1.13489744387316,1.18902813016447,0.27662147166155,5.23651252016482,1.1610402432111,0.343439707464044,0.674620587769494
"COL13A1",-0.689759721869394,0.117021735928398,0.0575407302470406,0.101691167247307,0.0285844770170911,1.15062874989927,0.343517161943276,0.674684935009341
"NR5A2",0.0150449976749992,-0.25374024838234,-0.113355298586402,-0.292567369405004,8.66454718361504,1.16075784127642,0.343536654187993,0.674684935009341
"CHCHD4",0.0286703589532981,-0.181035833543498,0.22922914820564,-0.073921162732657,1.55836539316707,1.15619874986319,0.343666871793725,0.674734082208739
"AC128687.3",0.172981358240391,-0.125387260853173,0.255699144604011,0.00763760071951078,2.64898586398188,1.15874245312394,0.343744605858829,0.674734082208739
"ZNF689",-0.00528696787203181,0.278637233432844,-0.030893582637054,0.117213229918048,2.50390016345202,1.15827202556444,0.343795406786383,0.674734082208739
"SLC26A4",1.53101613892324,1.67932410279688,1.98443849512038,1.8064753785257,-0.118106763829893,1.14928239806793,0.343798118081848,0.674734082208739
"UTP18",-0.120073760144035,-0.132336805977184,-0.301527212816902,-0.110406516180229,4.30109159060066,1.16013106746108,0.343842269311153,0.674734082208739
"EIF1",0.442924253851934,0.711031427048504,0.549908960263295,0.573318004211629,4.7734999756292,1.16013924500093,0.343848887652796,0.674734082208739
"AL022069.3",0.303914759576078,0.15397369476121,0.406627836481977,-0.859559923332777,0.4060392740644,1.15068833535589,0.343855347891223,0.674734082208739
"ZNF347",-0.34250380881727,0.139573519408841,0.109335755885543,-0.116085660378315,3.07722213084728,1.15943383934692,0.343863073396581,0.674734082208739
"THOC5",-0.282283088466412,-0.197278384650031,-0.314552686651112,-0.0375134197634888,4.81907531453132,1.15998730598091,0.343914537970204,0.674734082208739
"AK3",-0.27982321616098,-0.271126101438614,-0.35971121312127,-0.189282930715696,7.63995088701776,1.15985304453033,0.343930347149079,0.674734082208739
"NEPRO",0.134127266174394,0.278883760944525,0.309653714494963,0.0408080903175997,4.20744913521063,1.15992901013479,0.343931511281444,0.674734082208739
"RMND5A",0.113541321533783,-0.137449256055545,-0.173043706087296,-0.258407294460897,5.84175049955809,1.15984728728909,0.343946837834119,0.674734082208739
"MOB4",-0.164531066751673,-0.208163215921419,-0.295883119232465,-0.195351120037489,5.08514159179952,1.1595082725829,0.344115584605371,0.675002129287497
"AL359436.1",-0.122040128610431,0.516329915520243,0.460558978946694,0.213016547499375,0.809848929378044,1.15243667098251,0.344179317880188,0.675017733694802
"ZNF653",-0.505499116095533,-0.346572500884335,-0.400039553736281,-0.0217446520633189,3.35265408258924,1.15875375407408,0.344203484981999,0.675017733694802
"PSMA1",0.189558745348771,0.107922973788443,0.240020824412283,-0.0279787156873173,7.92713169185405,1.15917826437628,0.344223200484427,0.675017733694802
"AC022858.1",0.0267587307225269,0.510453867928908,0.529731666421292,-0.387134127551079,2.61458527931007,1.15764115625351,0.344313088548025,0.675017733694802
"GFOD1",-0.150017102073668,-0.316404582189375,-0.00700591401903982,-0.0875039857156025,7.25447736971425,1.15886962979504,0.344358668281192,0.675017733694802
"FAM217B",-0.629308140613625,-0.537779352311427,-0.773053312980222,-0.694956600992493,1.94819177957413,1.15517476106075,0.34439798692308,0.675017733694802
"AC104435.2",0.798988030232452,0.362500627218207,0.981293849281731,0.786271835021034,0.636262964955343,1.15175678392331,0.344399247229198,0.675017733694802
"NTN4",0.175507199473461,-0.180742165696262,-0.242767943446898,-0.160834984987618,5.34899146093573,1.15875465232392,0.344436521821409,0.675017733694802
"BAZ2B",0.0340083887580906,-0.0979229180086215,0.0296523433749603,-0.0721529784272951,8.48398058804896,1.15867754326027,0.344440642782585,0.675017733694802
"DHX9",0.0288151100895913,-0.093579645093387,0.00492164538716241,-0.231348471971888,5.27586648069522,1.15867756113154,0.344469606577332,0.675017733694802
"FBXL22",1.07190551500223,1.2252958714479,0.77326298265378,0.976635917117384,0.637447216347274,1.15093054093196,0.344476750408041,0.675017733694802
"OSER1-DT",-0.0184303613616414,-0.258253698291471,-0.0395184182756517,-0.492086797641804,2.87030460761711,1.15718140817942,0.344621709459868,0.675152403168815
"APEH",-0.69344131861942,-0.747338981415555,-1.01321822867929,-0.761099110376254,3.43929578679942,1.15765484316326,0.344666226827691,0.675152403168815
"AL731574.1",4.54713948075733,4.22322614417141,4.96371804249019,3.5619545923212,-0.835372839555962,1.14433371429337,0.344672988057944,0.675152403168815
"AC099329.1",0.47726019207206,0.735838890169459,0.87859443249423,0.278859575665596,4.14160396962563,1.15823442712491,0.344673941147737,0.675152403168815
"AC055811.3",0.129934409091844,-0.367955802288497,-0.846094921474649,0.150287290524813,-0.270105142843495,1.14598813323666,0.344789290082526,0.675267622870306
"AL021707.2",-0.345263582788671,-0.0464482269959168,-0.204795538651765,-0.67439771791636,1.20630432099714,1.15199370916371,0.344806830527856,0.675267622870306
"LNCSRLR",0.71256356755638,0.304847160242919,0.458816390811901,0.432641646223094,1.81863156625455,1.15406343777664,0.344829128128281,0.675267622870306
"RAB3GAP2",0.157084108473243,0.00743661242090786,0.0592788469141964,-0.118433518729513,6.96074592671212,1.15753353231405,0.344940907117376,0.675274376812588
"NGDN",-0.257468893825732,-0.344203926203516,-0.143792533789101,-0.334690114580259,4.29364137311415,1.15757237234531,0.344950890498731,0.675274376812588
"L3HYPDH",0.0779114477040016,0.29189846190438,0.137962164976986,0.242433327818757,4.50738956324026,1.15756451348029,0.344971079252613,0.675274376812588
"WASHC4",0.242619540872829,0.171672270763907,0.13818345047411,-0.0167870903897518,6.26918250664844,1.15747253775653,0.344972147341456,0.675274376812588
"ANKRD54",0.165736656177684,0.176279454177305,-0.0459578802364892,-0.138316343435118,3.81533870870839,1.15736542643778,0.344993188420093,0.675274376812588
"AC007255.1",0.332666781184745,0.701210159948495,1.09876380855734,0.216646037473217,2.01567181426925,1.15454858375176,0.345062909211932,0.675347963639626
"COPZ2",0.0782908472595809,-0.132733777629539,-0.208461132373099,0.0656076664556726,3.60486076299211,1.15680907325514,0.345138705380903,0.675433426225782
"HAL",0.0955754637073938,-0.1741626275002,0.162547789576685,-0.494064426129334,6.91669540555232,1.15693016952165,0.345204169460092,0.675495267747095
"ESF1",0.298917443868636,0.267121406707824,0.276469053370625,0.0113274567699783,5.84537965000856,1.1568844163424,0.345234571243211,0.675495267747095
"SLC26A1",0.269451200028394,0.514156072783491,0.446248132430746,0.646289787189859,3.17740923751541,1.15598477034272,0.345372472393482,0.675702197734367
"F5",0.184677120376936,-0.011653440286326,0.149473038333788,-0.0927012799354151,8.36052375398614,1.15637092257786,0.345445359625324,0.675781904898897
"DPY19L1",0.262978871337137,0.0487055613425759,0.193872056933501,-0.0302905838418761,5.10411615975243,1.15635580815293,0.345485723655249,0.675797979220307
"DNAJA4",0.927131608326475,1.15923471202718,0.554821870478442,1.66068121242473,-0.276232942247454,1.14442555756468,0.345589233249085,0.675936310671368
"AC010883.3",-0.202703375365778,0.167650457627798,0.152998987196683,-0.59719766092006,1.06097254276273,1.14969087207462,0.34565881670974,0.675936310671368
"FOSL2",0.180975797159958,0.318514326217274,0.336167631449775,0.600942450003117,3.39101747385815,1.15552191616141,0.345660111000694,0.675936310671368
"MAL2",0.402562901360028,0.318262680627134,0.447728193702848,0.242328919926748,5.79665577464512,1.15580236472943,0.34570763854188,0.675936310671368
"DBR1",-0.309758360055495,-0.283402649077287,-0.52133317247806,-0.264709095475752,2.27127349864604,1.15306101883545,0.345717211128273,0.675936310671368
"ONECUT2",0.131973794894419,-0.213467137332475,-0.092185351699517,-0.182443938142663,6.77451282749767,1.15559289436544,0.345788219400199,0.675952294505639
"GSG1L2",-0.690271787819085,-0.677466370558702,-0.752006859610941,0.617591692052578,-0.602029563113165,1.14230278153713,0.34582358576705,0.675952294505639
"NCOA1",0.0319511529840452,-0.122517021416782,-0.0418076883414491,-0.265934769550878,7.91028528856969,1.15525980636574,0.345930519254884,0.675952294505639
"CLU",0.0719590841408118,0.0322010818220792,-0.0211582666278775,0.443924548911798,7.42237909700873,1.155211342813,0.345952460764876,0.675952294505639
"ZNF414",-0.458169199207875,-0.185727991598833,-0.459710776885836,-0.52510557379303,3.20886584227314,1.1545479622559,0.345995064878449,0.675952294505639
"NIFK-AS1",-0.200944772580022,-0.409854020992375,-0.241230076380241,-0.295122661143925,4.5750292220039,1.1551961825877,0.345995574767075,0.675952294505639
"F11-AS1",0.371736472482686,0.335373322669412,0.546869912299647,0.0386527401818406,3.77886582511663,1.15507066595292,0.345997400720439,0.675952294505639
"MARCH3",0.553286665924693,0.677934449310109,0.601773532385033,0.474912967656463,3.3760889716162,1.15479019116885,0.34601383551252,0.675952294505639
"RNF185",-0.163260403834749,-0.266017535777108,-0.258643507332673,-0.0636914713569521,6.38073571521666,1.15508093587733,0.346014776956293,0.675952294505639
"GLYATL1",0.160367014478203,0.0315322737432203,0.0443467160549498,-0.214407493555758,7.77212377386197,1.15487717817992,0.346097825444198,0.676051708463849
"G2E3",-0.0958462549239361,-0.0584977539632144,-0.0936317866136698,-0.419875423294627,4.40242733530845,1.15483063285949,0.346159922099916,0.676110181397792
"NAA35",-0.142449171267033,-0.170772085610105,-0.185854839122714,-0.316003111414354,6.23388546962062,1.15466479753559,0.346197657465214,0.676121066075226
"TSPAN4",0.0376936202676121,0.42057706843046,-0.0314983186166813,0.568306302376247,4.01984478139091,1.15448954763651,0.346274619526607,0.676208551016102
"AC011899.2",1.07485802319114,1.64823670787075,0.974043713681669,0.553440454761215,-0.142403832344592,1.14209274836344,0.346500620869382,0.676581606073802
"AC080129.1",-0.0532102229483313,-0.634591670218555,-0.298000645163445,-1.07894809886187,0.166278774123372,1.14394405537177,0.346530023432434,0.676581606073802
"CXXC4",-0.0182165972441176,-0.0607257063700349,-0.634087735337579,-0.536974252720893,3.10153150757456,1.15296627067107,0.346611554500321,0.676677943787681
"KIF24",0.367634706162064,0.41750011106056,0.459569483348022,0.964747836417785,1.89257666581677,1.14985621794041,0.346682701547109,0.676753993121304
"AP001160.1",0.0105424303562816,-0.0615462293026657,0.00314512548528547,-0.720290437113653,2.25719462453317,1.15113009738599,0.34675857372606,0.67679307384386
"ACSL3",0.117541808220335,0.137917196304796,0.238603692300134,-0.267613822124572,6.54605455171819,1.15335481971613,0.346767110568557,0.67679307384386
"WDR75",0.125250329350187,-0.11369774898484,0.0521200299093127,-0.0290991952837147,5.02663327981278,1.15327946303229,0.34683155675321,0.67685601430245
"SLC22A1",-0.237826857121145,-0.447658837856014,-0.355293464051495,-0.259883977230688,8.26475877827773,1.15260009207567,0.347093370504664,0.677254163762063
"AC008742.1",2.03064840282589,1.37776194153354,2.15617375315229,0.836446773912263,1.59855624679363,1.14835612781715,0.347100007628792,0.677254163762063
"AC018462.1",0.169340689680515,0.373565839601604,0.272560291269846,-0.586941059581063,5.06589672025852,1.15248539569267,0.347176410422323,0.677330104751229
"AC019294.2",-0.265360416277598,-0.0604954394473466,0.215293148080638,0.641087864987778,0.250737345033036,1.14394654389948,0.347203368318868,0.677330104751229
"STYXL1",-0.373031322727565,-0.409457242860611,-0.373144417636378,-0.0617528272820751,6.13159114830069,1.152242529095,0.347259697124609,0.677377132128935
"GDF7",0.156899361396884,0.164429288483415,0.428934197318487,0.347388358516428,4.10110483947693,1.15202286919257,0.347361465464729,0.677512778530296
"AL355347.1",0.292882404398373,0.80317486141558,0.626278922750645,0.0172215961719494,0.686903982831786,1.14420174858231,0.347408211352428,0.677541090922233
"TEX41",0.952104542507869,-0.0944853971090442,1.00189622710852,0.600485911720695,4.09206454873628,1.15133263526877,0.34754866194811,0.677726039127563
"SECTM1",1.60389390043653,1.93662062628585,1.43789040050194,1.92277075185845,0.558581760346848,1.14328219533525,0.347567521065277,0.677726039127563
"SLC30A7",0.422629759460934,0.281158958648352,0.362005379596122,0.135079932521058,5.59321199562627,1.15148076169926,0.347603098365734,0.677732548121356
"HELLPAR",-0.582578636286222,-0.316996724187379,-0.0194279158307764,-0.298434194569636,3.79978774331922,1.15085355418473,0.347842750583644,0.678057954648306
"AL354872.2",-1.05896886225164,-0.691233590043164,-1.1325175895876,-0.720601327892521,1.16950881329232,1.14482641299092,0.347860071007426,0.678057954648306
"ZHX1",0.0597932981024673,-0.00573593061501132,-0.0988109116669283,-0.220323681418004,6.05050929373635,1.15085880788158,0.347866760578536,0.678057954648306
"TSTD2",0.347858305061798,0.351263151169888,0.363883684108568,0.0582520714051429,5.11565060583472,1.15068712246283,0.347964088340262,0.67817371935367
"AL162430.2",0.351749551878334,0.433406890260233,0.80326294916552,-0.545380637970157,0.448636635079505,1.14180339289065,0.347992203888773,0.67817371935367
"GRTP1-AS1",0.341603938850485,0.417390938020774,0.56228906647081,-0.216439011954478,4.00108315841025,1.15054483014758,0.348022932375007,0.67817371935367
"PRODH",0.539536293203075,0.512358526800902,1.04260209284787,1.70408857526259,2.07681863968519,1.14678763830023,0.348124057397322,0.678307900139633
"ADAMTS14",-0.426810418771594,0.641382034316672,-0.315444706144871,0.657438744655067,-0.520942791106562,1.13676196244079,0.348195475432585,0.678384178363651
"NSA2",0.433801391096626,0.452009372254886,0.440699310521363,0.191919345483614,4.23376753456201,1.15002117736186,0.348260338228187,0.67840546648804
"IMPACT",0.4326727567407,0.546355173179657,0.441997972958957,0.536150893630658,3.6713830640908,1.14981891330474,0.348270944455281,0.67840546648804
"AC006213.4",-0.633097545182574,-0.640110288429361,-0.984883656404564,-0.0661988290313844,0.24867635350885,1.14099119872803,0.348411973604538,0.678617299093356
"CBWD1",0.572479982625587,0.415442058885971,0.481576012940808,0.498931114133759,4.8664058023909,1.14935603453943,0.348555610460465,0.678834171122836
"GNRH1",0.277473574933891,0.672463809672231,0.317284448446653,0.434460645326304,1.39239173365973,1.14397644990895,0.34866726687652,0.678884992158578
"MTMR9",0.210267047947511,0.260225474066582,0.323522011683846,0.0723281559520729,4.35388173214965,1.14905495785753,0.348688392787621,0.678884992158578
"TEX9",0.494561851801132,0.277166549747276,0.520144441724472,0.200447735359651,3.3561204406596,1.14859963887962,0.34869014628901,0.678884992158578
"PLEKHM2",0.0446080308548992,0.129052827617772,-0.0502387158952298,0.200108064724438,5.12417192549541,1.1489872035254,0.348713436105629,0.678884992158578
"ARFRP1",-0.700570040200411,-0.356629613294665,-0.608702322330044,0.103286068010473,4.35975318690567,1.14890964977838,0.348743175260227,0.678884992158578
"HFM1",-0.563439938654695,-0.738683245987551,-0.923420296234028,-0.342225091468729,1.6017929257125,1.14388354892686,0.348865170764705,0.679059594427372
"TBC1D2",-0.230718732613371,-0.178236877065017,-0.0647372574305494,0.25978951306867,5.20115824328478,1.14843098340968,0.348955036640311,0.679116202305038
"ABHD10",-0.242559239202533,-0.138668143569357,-0.319463288215233,-0.529250646511909,3.98565064476682,1.14831664122479,0.348986469462608,0.679116202305038
"ATP6AP1L",-0.389351622020952,-0.40696374888314,-0.25675260867616,-0.480522531935785,5.78939014375774,1.14831073891208,0.34899116799074,0.679116202305038
"ARID1A",-0.301597933917037,-0.354289160174812,-0.335154976885766,-0.234279508167054,7.85995564508373,1.14818815839856,0.349030554961771,0.679129982081298
"ATXN1",-0.0892798165656063,-0.3264797421137,-0.0828231624830895,-0.277574781074226,9.52942740478124,1.14808465622044,0.34907541867587,0.679138179705393
"LINC02057",4.74784592777045,4.1459629267269,5.16071118693552,5.08868236205738,-0.664320583545921,1.1344267609711,0.349099380168227,0.679138179705393
"TMEM138",-0.273140564539392,-0.165312086667462,-0.0779259627318272,0.0624799231740962,3.70473885285211,1.14778024334777,0.34915939575289,0.679175261021655
"BRWD1-AS2",0.614761882622602,0.660097532236943,1.33878877767957,0.355414395755659,-0.432377224604555,1.13519032447586,0.349183056851016,0.679175261021655
"CRLF2",5.04171304778936,4.91209757805803,4.84041026884722,5.04351200222597,-0.541288365243321,1.13559524567711,0.349228158481816,0.67920014317742
