"","logFC.F1...F0","logFC.F2...F0","logFC.F3...F0","logFC.F4...F0","logCPM","F","PValue","FDR"
"HHIP",1.51143995887194,1.79571438772223,1.63321602917873,1.29888327657676,2.2663214392916,1.86881528864399,0.134915403768869,0.514132216815342
"AL162231.2",-0.444926894635429,-0.753868623313992,-0.491928178021299,-0.570623101666275,4.79438169611847,1.87614502952538,0.134938461420816,0.514132216815342
"NHSL2",0.740256057183468,1.43944765787213,0.806918375988113,1.15740103962129,2.02797204832634,1.86426011136592,0.13495489989901,0.514132216815342
"ESR2",0.531079462315023,0.799799774633297,0.762435815673684,-0.103553565058062,4.94094233575208,1.87602513055291,0.134958752814717,0.514132216815342
"AL355834.2",5.47279998378161,5.51092709082202,5.58558341953934,5.6571972318744,-0.158103835112085,1.84398705678036,0.135012681775574,0.514132216815342
"AC024559.1",0.397372605171421,1.33212114563574,1.19282437394009,0.194893207108714,0.674905075160891,1.84887412601557,0.135034897051407,0.514132216815342
"UNC119",0.204760767557796,0.832783921941751,0.286492629347262,0.754331641677123,2.16647215746482,1.86524113585965,0.135059149459497,0.514132216815342
"AFDN-DT",0.42589438006447,0.828943750893536,0.403490562563795,0.0601022718244081,2.14491414253163,1.86672852381573,0.135060966530242,0.514132216815342
"AC063960.2",1.88878978764011,2.47169523916825,2.34563651724064,1.85906861545711,0.90743540485556,1.85114060191298,0.135087421158048,0.514132216815342
"AP000317.1",0.137965306549063,-0.284897666617786,-0.0906953691987965,-0.565693352809233,2.44500341546753,1.86833030452769,0.13511198215959,0.514132216815342
"ANKRD37",-0.147702027641582,-0.325668657372519,-0.662510051601555,-1.11992221384495,1.84690117307501,1.86159638357534,0.135123936470591,0.514132216815342
"KCTD9",0.514825642930435,0.313999413668536,0.332564591320068,0.129267534713653,3.86786336176611,1.87467622598181,0.135133150748253,0.514132216815342
"DUXB",0.66321450304947,0.787438088217847,0.883096031260697,-4.69533473280239,-0.379546807572124,1.8480490163954,0.135242024084948,0.514132216815342
"MED6",0.0525241236447495,-0.1536557779141,-0.149972280052456,-0.319317654595901,5.17688869826183,1.87435187600699,0.135254640137906,0.514132216815342
"S100A10",-0.402246461807041,0.110455685596478,-0.00746208349161967,0.411575109255673,2.09126025537998,1.86435382750652,0.135255874434594,0.514132216815342
"ZDBF2",-0.0629324671743197,-0.332327704067855,-0.0672439127879385,-0.429174001822423,4.23969408767182,1.87416309050175,0.135269507847853,0.514132216815342
"SLAMF6",2.53507609691107,3.2106285286375,2.28215015592868,2.59438156213205,-0.00122912837009354,1.83860149576682,0.135280473862103,0.514132216815342
"EP300",-0.138714461547554,-0.251792489272433,-0.278342050997177,-0.152396139396212,7.35061181144171,1.87391383322754,0.135290473645935,0.514132216815342
"KIZ-AS1",0.606420352341123,1.19878650870178,0.842157256671313,-0.00323450092775094,3.79565092394302,1.8740675890296,0.135314643472202,0.514132216815342
"MFSD14B",0.459050394318794,0.513408462871916,0.369221741228194,-0.0156912320156858,5.60957055887468,1.87375802387353,0.135340621020438,0.514132216815342
"U2AF2",-0.590020579157944,-0.616541415454157,-0.691812824231707,-0.352718683007059,4.99810691937467,1.87388818452394,0.135348106487138,0.514132216815342
"UPK2",-0.774654912406664,-0.906687102175112,-0.682041844454305,-0.306608914109109,3.07486899832514,1.87023095239503,0.135388223372539,0.514132216815342
"PLXND1",0.670856996637852,1.13035518069883,-0.361201923158693,1.35283261507459,3.35364001710688,1.8689947700339,0.135395972237525,0.514132216815342
"SMIM26",0.504640693576662,0.982753457335989,0.499376448035541,0.690811070935355,1.54734115455501,1.85715901295346,0.135439215922542,0.514132216815342
"RNF213-AS1",0.417401353057985,0.676668035820509,0.509384255965463,0.279812905511819,4.98813012845092,1.87300677311615,0.135501598205107,0.514132216815342
"DPP7",-0.592180721965339,-0.205649448453503,-0.838576384363217,0.179329045743628,4.62783511470181,1.87297873135624,0.135512985965522,0.514132216815342
"EEFSEC",-0.0811342426535365,-0.272189612160943,-0.0226784702078827,-0.240464946250801,7.16294944495838,1.87267826398425,0.135513741623692,0.514132216815342
"CHSY3",0.887660976442555,0.463659677664383,0.756440842987972,0.0179840211359214,6.03049061240993,1.87265200593127,0.135530650004888,0.514132216815342
"CD3G",-0.608675825692798,0.599100240972245,-0.992953087498181,-1.03200447938313,-0.0504653757076537,1.83199863223215,0.135542699010095,0.514132216815342
"ADAM15",0.00552311084662177,0.0596654993023472,-0.591201948899868,0.084439618230394,3.09837906924752,1.86903991247767,0.135548917106879,0.514132216815342
"AC003988.1",0.490203687417599,0.0742651088427159,0.522976599886986,-0.235210510061903,4.91459128721475,1.87256728366877,0.135578344613153,0.514132216815342
"TMBIM1",0.754887243532474,0.726157239369357,0.898494846037246,0.771501083660908,3.94738184042711,1.87209602311506,0.135624186439253,0.514132216815342
"KCTD6",0.199546533145493,0.123090396866292,-0.0167648915148947,-0.289562721692705,3.71523263826735,1.87154243270817,0.135662612127189,0.514132216815342
"ILF3",-0.551168110496974,-0.5467977574194,-0.743419932689738,-0.382766881326961,6.02431697308005,1.8718194058438,0.135683047152994,0.514132216815342
"LINC02747",2.52912698703909,5.14572804878133,4.55133839900867,3.8924066725292,-0.853128609995855,1.83087349562546,0.135692433468659,0.514132216815342
"FYTTD1",-0.453283190154445,-0.515482340554241,-0.516109305212885,-0.480018072778142,4.73473900186286,1.87194269250548,0.135701522957729,0.514132216815342
"AC090921.1",-1.07011241995634,-0.634740397303032,-0.985231224215329,-0.593224306492839,1.24044974058974,1.85244698051842,0.135712423392917,0.514132216815342
"SPIDR",0.109704064131479,0.0707295679588853,0.221714397093619,-0.110166471264992,8.15263067234221,1.87152346275701,0.13571976913439,0.514132216815342
"ELF3",1.3539969172716,1.74292885392525,1.57240010213945,1.59527708078369,3.92895043860116,1.87152975178483,0.135752359305137,0.514132216815342
"TTC3",-0.102514802411627,-0.193405424665277,-0.122657776848875,-0.443782549420558,7.95209258035236,1.87121265234424,0.135776142845127,0.514132216815342
"UBAP2L",-0.136942713526859,-0.212952974172197,-0.258923432381337,-0.01209242999299,6.15931572960112,1.87111978279744,0.135805022051112,0.514132216815342
"SULF1",0.679947378080087,0.82817847795751,1.14694832622743,0.824309310630624,3.28804445401428,1.86991958013096,0.135806220699368,0.514132216815342
"NMNAT2",-0.906602228673767,-0.271951292312577,-0.212648967464371,-0.227181528498729,1.18648467456949,1.85190755189954,0.135818525023988,0.514132216815342
"CRB1",-0.400274761535614,-0.147311297732514,0.20712242651992,-0.381470050594169,2.55580855495217,1.86595209576913,0.135833428417487,0.514132216815342
"ZNF34",-0.480564571879496,-0.29396344330858,-0.497548776822977,-0.0689811396400985,2.61790496340767,1.86486375410002,0.135887301799994,0.514243538872992
"ASPN",0.286694711249129,1.01569107323724,0.888246901945132,0.195339149489231,2.5218433379296,1.86620733962808,0.135942597998243,0.514320825281232
"STK19",-0.0481007218652895,0.541405042473083,0.494756713641058,0.105686727282778,5.87030758625615,1.87029823286308,0.135956656173904,0.514320825281232
"NOL11",-0.391058396099749,-0.496081283748726,-0.427014301267737,-0.301895791703596,4.61402669206299,1.86988892807604,0.136069834286475,0.514656361347658
"TYK2",-0.526892557378438,-0.339064970255615,-0.732688676208314,-0.30216147260876,5.38705306164707,1.86961644978537,0.136104505074903,0.514694892190071
"KATNAL1",0.151821454280839,-0.0248809908827556,-0.0924129897980935,-0.347260809456568,5.38180614831487,1.86939283823628,0.136140540935408,0.514716123388948
"AC013267.2",0.0182635505367971,0.120679325906002,0.704577125082207,-0.821300767689135,0.0172270576808411,1.83442581276198,0.136159088676907,0.514716123388948
"EARS2",-0.377686459662218,-0.456719316714613,-0.314494065972351,-0.0445762030124323,4.44795798039866,1.86916950866095,0.136191390971025,0.514745670800592
"LINC02156",-0.25834238315502,0.246999501890757,0.0914965993597365,-0.759690272712087,3.08994385802568,1.86660961043858,0.136367699495134,0.51507398720957
"GDPD4",0.396568891625681,0.818707827805763,0.999278060028659,0.922942111698781,6.23444150239884,1.86793794302555,0.136377547474043,0.51507398720957
"FGD6",0.197320780124941,0.298906854008734,0.279644671635708,0.627801350554306,5.76912367586622,1.86795070969543,0.136387391042362,0.51507398720957
"DPH7",-0.218232123228346,-0.13412373071884,-0.444425278053094,-0.266840578236657,4.87564731002769,1.86803189814669,0.136409897064138,0.51507398720957
"ARHGEF18",-0.431217912513662,-0.319844481682107,-0.46172908059366,-0.112234171351671,5.80453076470272,1.86766823344439,0.136438904873371,0.51507398720957
"IST1",-0.280483451053167,-0.31281150554694,-0.346378002834485,-0.124799932823209,6.25574162812821,1.86748743473285,0.136461036569766,0.51507398720957
"DHX38",-0.150984244519397,0.0437874782000367,-0.332613374171862,-0.0893480329834957,4.43213097558366,1.86731838295843,0.136538388685089,0.51507398720957
"HDAC1",-0.331213323644061,-0.426529102494756,-0.490801356402076,-0.170654239905839,5.40311312214157,1.86705495122953,0.136567021149261,0.51507398720957
"MOAP1",0.593219388515365,1.15867283999773,0.676541414665427,0.136989475325145,0.925073950626949,1.84314408983675,0.136596600863114,0.51507398720957
"KCTD5",-0.195490407445623,-0.0862673708437375,-0.312736215098931,0.151042862480849,2.74042503329681,1.86192471044598,0.136622134081701,0.51507398720957
"AP003170.3",-0.274781880777302,0.381298393023455,-0.1493955911638,-1.20083782306966,0.316354236837834,1.83434590213136,0.136694088065561,0.51507398720957
"RAPGEF4-AS1",-0.129700755393834,0.715485483828416,0.72141234756527,0.3661306379603,0.235161198761622,1.83678989653693,0.136697728757992,0.51507398720957
"MELTF",1.73548436913851,2.30160070654135,1.84548238821469,3.18831728585742,-0.466202992888813,1.8271712131848,0.136711060046975,0.51507398720957
"MRTO4",0.153672918305012,0.437247997804864,0.633792967803152,0.0428876702367046,4.70914895841036,1.86636045922167,0.136712092744638,0.51507398720957
"ODF1",-0.989078089246857,-3.10044042496515,-0.314327466725122,-4.30402613105564,-1.41734985104298,1.85017068070433,0.136712688400616,0.51507398720957
"AC006305.1",-0.129465533802696,0.822060312382446,0.944981747587994,0.557549028047054,0.180560035670828,1.83551597776156,0.136740684247956,0.51507398720957
"LMAN2L",-0.397556977459849,-0.519192173639587,-0.48689182802649,-0.339963554796719,5.61831575228278,1.86595245066118,0.136758062339659,0.51507398720957
"C9orf64",-0.573455648407338,-0.543435681345383,-0.506308666797607,-0.244997571421125,3.50640006094288,1.86464062786564,0.136789233537371,0.51507398720957
"ERVW-1",0.0529910152444234,1.17828888272454,0.910902554316242,0.135347411973647,1.04815786007982,1.84433517139579,0.136833809286383,0.51507398720957
"GRM7-AS3",5.6964370890518,5.65485082583952,6.04820315416436,6.04066724443109,0.0800111496597247,1.83843765932425,0.136877672854942,0.51507398720957
"AC010974.2",0.429879812343566,0.927191003846614,1.00596549538613,0.20654116275583,3.80621125607235,1.86533217034918,0.136879824510088,0.51507398720957
"GLB1L",0.274644848407719,0.246148121162271,-0.0867084596420806,-0.720553867249376,1.67348682114245,1.85007249804975,0.136888390726307,0.51507398720957
"LINC02768",0.53538455368733,0.676605822333785,1.03609054322343,0.251246351133116,4.30142936236839,1.86525482425824,0.136909477796066,0.51507398720957
"GLIPR1",0.601603915137776,1.31263974122518,1.33738641689816,0.223524771483757,1.88019371957108,1.85471885912504,0.136926935538344,0.51507398720957
"AL157369.1",0.700400042087864,1.39609843413733,1.48928849231766,0.426391862072751,1.46886552297758,1.84968724922906,0.136927233499417,0.51507398720957
"SLC29A2",0.289767835462997,0.820462333912261,0.714505489295812,0.506850391701607,3.66073275930171,1.86471376540266,0.136949511548316,0.51507398720957
"AC016866.1",-0.159528195818907,1.04873330224272,1.29979775557513,0.504962497498528,-0.203977544030296,1.82651075606646,0.136986702402581,0.51507398720957
"AL161734.2",-1.6694028328209,-1.00125277526063,-1.50312614209613,-0.343243959796853,1.02255592119054,1.84223746480839,0.136987646381276,0.51507398720957
"LINC01449",-0.0200970460082452,-0.631435097889116,-0.251621271716121,-0.787838213971391,1.54235250491963,1.85010906975144,0.13698880517975,0.51507398720957
"HCST",0.198618629151088,1.17412662982166,-0.625423146808635,-0.0413873164303473,-0.233556973516718,1.82320618672419,0.137026680292428,0.515124262000612
"EMC9",-0.162436872363108,0.00091194917377025,-0.700095145031733,0.0526983773226034,2.77939197651563,1.85852843003781,0.137069664523819,0.515193722084701
"SH3PXD2A-AS1",2.02199706309917,2.05306161032055,1.81944705515161,0.902742518227491,0.320669959606455,1.83104110160474,0.137123523182314,0.515245837488174
"ATP6AP1",-0.270691724829214,-0.0888877527645842,-0.679729406773455,0.102507034237927,3.75337930566209,1.86302157840984,0.13713254974533,0.515245837488174
"TXNDC11",-0.30687946246742,-0.477122484549217,-0.442148403051421,-0.288646951516849,7.02901677680458,1.86352774050721,0.137173923474107,0.515301172391847
"LPAR2",-0.603723779261417,0.207500564400418,-1.11667411948504,1.07611981796002,1.37727764238702,1.84055009038877,0.137214391250793,0.515301172391847
"RNASET2",0.247175560009891,0.333754001703005,-0.0760615426629098,0.110528074377074,3.5901150345041,1.86252699690026,0.137239453501037,0.515301172391847
"AF131215.6",-1.62927744945593,-0.23721952160624,-1.09524586520499,-0.27651425844097,-0.33055421016128,1.82218459191105,0.13724532700133,0.515301172391847
"NBPF10",0.0343117704990021,-0.0550350472377432,-0.581810028882345,-0.0928008210606418,4.76258777848712,1.86318034803766,0.137292971869975,0.515363974912213
"SLC4A7",-0.645051590858583,-0.989476784487952,-0.719759969487615,-0.887600347056836,4.34742329520889,1.86282417905653,0.13732523647156,0.515363974912213
"CUTA",0.323666850410697,0.724256642746259,0.245681236612413,0.756043967291466,2.84532067628621,1.85890052855166,0.13733560020256,0.515363974912213
"C3orf67",1.08438157863882,1.26069974205867,1.24189006523731,1.19655127393691,4.32547745631281,1.86274843876397,0.137373217250829,0.515405549989698
"ECSCR",-0.531305126994823,-0.106102201337784,-1.16146990502544,0.813662747878794,-0.129934248599972,1.82732518684152,0.137440246375458,0.515405549989698
"IDUA",-0.115873109695727,-0.345089109855488,-0.582996392327962,0.0189152152019346,3.60768971911998,1.86099418557386,0.137440980113433,0.515405549989698
"KPNA7",0.376798797984223,1.36730061601049,1.03661650292634,1.13908103471697,1.12889832741852,1.84185116617106,0.137451367744517,0.515405549989698
"CDH12",0.105940418507591,0.405314131761015,0.613593702524373,0.119909609865013,3.37341863027133,1.86105986532449,0.13746926642528,0.515405549989698
"DPP10",1.53859955046234,1.98807154628287,1.855857449616,2.35522588269906,3.77299863647064,1.86134901555699,0.137570122776385,0.51546411020854
"RAB5C",-0.0340169089071882,0.0565798819678931,-0.0185000691175193,0.318869952357307,4.85480873063543,1.86136842455773,0.137622258476272,0.51546411020854
"AP001439.1",0.591008606080911,1.15011727321424,0.92637934593738,-0.134470527388225,1.82808787560282,1.84979378884829,0.137638774085422,0.51546411020854
"C1orf226",-0.74503750638993,-0.808620571825267,-0.540596558344487,-0.106061346212879,2.97386062769789,1.857222443869,0.137646754775263,0.51546411020854
"MORC1",0.2890802019244,0.912782592269606,0.377383901122681,1.5716590194823,0.514908779022526,1.83557208964645,0.137651169559504,0.51546411020854
"PKD1",-0.47899577150607,-0.494000977502281,-0.705271465677867,-0.300549994670615,5.78990072104523,1.86091068227674,0.137672906517873,0.51546411020854
"CPT1A",0.704916032337291,1.09259951369321,1.13650186530935,0.645732570225551,7.10409055553048,1.86076185045492,0.13767846132277,0.51546411020854
"VNN1",0.535087207481706,0.871668492004024,0.731260828862414,0.369667025616722,6.23047253020981,1.86071406512792,0.13769365823475,0.51546411020854
"CCDC66",-0.085236536154096,0.00396246648645551,0.146545947771197,-0.143381264334624,5.90357123323311,1.8606294461027,0.137717114255951,0.51546411020854
"ADAM20",-0.110689161277279,0.17532745054833,0.0382273256107978,-0.693247989852848,1.38184512449753,1.84321154927196,0.137730087862305,0.51546411020854
"HNRNPA0",0.377890736011799,0.451831600632491,0.0639643427436351,0.482937198437444,2.65557605468992,1.8552343848479,0.13776218716263,0.515492470368958
"CAPN5",-0.512139716640112,-0.700238734732955,-0.840882302620689,-0.558787069378853,6.12445813249331,1.85998218318763,0.13783388215188,0.515668957216022
"GRID1",2.17741639240831,2.32209858099597,2.35203284398195,2.42430841308522,6.36862720136604,1.85980319883013,0.137860111664247,0.515675314485019
"GPSM2",0.850385945471226,1.5111355147194,1.29122665638805,0.346421378199303,4.52904065630636,1.85992944199805,0.13789959847019,0.515731250496412
"COL11A2",-0.643211967177985,-0.704797981470417,-1.78178262804796,-0.628146786379571,0.880213742266227,1.8347508342243,0.137974483926508,0.515895597088812
"AC104809.1",-0.459037704914668,-0.684878879978308,-1.26178217597963,-0.869999514091566,3.9859279269366,1.8587176508573,0.137992624033412,0.515895597088812
"NRCAM",0.197645350126466,0.81930263357051,1.43637141610794,1.04633392731338,1.4136574031793,1.84269391909059,0.138045398172125,0.515902294826354
"SEC61A2",0.108690941674452,-0.0889529539387854,-0.237189124526152,-0.197199035539347,4.92317541438865,1.8590101579271,0.138052858101625,0.515902294826354
"AC245060.2",5.77323466600604,5.65222168723323,5.30358410278829,4.68414246904673,-0.241932064794318,1.82416500636893,0.138068038754308,0.515902294826354
"ZNF350",0.0594608208422516,-0.315173636233696,-0.244216054428684,-0.199213066586839,3.22439142948057,1.85625913834171,0.138131539949729,0.51604784660089
"UCKL1",-0.384299602709206,0.0858853405962385,-0.369128729634983,-0.258757371752128,5.41951760339657,1.85828193269801,0.138166273238351,0.51608589126095
"CCS",-0.699457398667923,-0.584600422591053,-0.773167153156253,-0.548709450551649,6.5902588984538,1.85755961611966,0.13827028087517,0.516326588655427
"AC016995.1",5.55060766711191,5.84051409316419,5.0594468115072,4.65331645524179,-0.197822772216208,1.82222322506223,0.138279835131294,0.516326588655427
"AC068987.2",-0.0517566892293343,-0.241784916581352,-0.776408899268581,-1.7551399268462,2.30058268462208,1.84865928807009,0.138318770927839,0.516345708524566
"DRAP1",0.103801660021566,0.155885690749578,-0.337624105394856,0.0918381398595327,2.72893510929318,1.85214776892615,0.138337290127424,0.516345708524566
"NPM1",-0.32708370313327,-0.317483807275908,-0.334814103126284,-0.0375223232976607,4.96446263934012,1.85712994599871,0.138396780171049,0.516345708524566
"AL031259.1",-1.29525200666427,-1.69504415830764,-1.79242512888643,-2.84573016251476,-0.570398659365511,1.81523918513378,0.138461983471748,0.516345708524566
"AC023830.1",0.529802777920937,0.898219614111784,0.597386025264994,-0.487647661881675,0.800877285697449,1.83115120327008,0.138490791350827,0.516345708524566
"AL133279.3",5.70789348511524,5.63196940285256,6.22277760299793,4.99812547817591,-0.0594538894889319,1.82594729625415,0.138509826345328,0.516345708524566
"TRIM65",-0.377926653601153,-0.406298939802972,-0.659141101654997,-0.451309302601769,3.16286567372744,1.85389018411919,0.138522518026263,0.516345708524566
"AL356019.2",-0.843055790561682,-0.573559720432167,-0.619589654017489,-0.0271931739892951,1.04289277311222,1.83646433026582,0.138549169292447,0.516345708524566
"ADGRE3",1.22623603065687,1.71149879103996,1.51885352365461,2.00476519076662,0.448093749049008,1.82877695866299,0.138589174464227,0.516345708524566
"LARP1",-0.427234517831156,-0.508926045032725,-0.460244787092987,-0.278096278740463,7.85952811965091,1.85578261135337,0.138591714713662,0.516345708524566
"STKLD1",-0.478916851558939,-0.665939311733041,-0.691191751121096,-0.349297415024349,2.69526028197512,1.85025182277848,0.138606221593725,0.516345708524566
"CRIP3",0.489375020028321,0.954421288020887,0.829764950003004,-0.149833318571539,5.41115546990009,1.85576388298783,0.138621869796379,0.516345708524566
"ARPC2",0.334811557421692,0.384279121806127,0.278390045314713,0.499427518845819,5.00050093302954,1.85572679257649,0.13865305126992,0.516345708524566
"NANOS1",-0.0242098801660414,1.11564248177034,0.687783817070858,0.0249893625667121,0.0792815055783832,1.82225687591971,0.138654996755894,0.516345708524566
"G0S2",0.525441827708666,1.2726928885487,0.908307929967261,0.644420452851347,4.03275620031182,1.85570015475466,0.138671186812121,0.516345708524566
"HIF1A",0.17909185309768,0.310605143526034,0.0710993141842249,-0.0720978186563779,5.47803768932342,1.85543139909884,0.138686543133444,0.516345708524566
"LILRB4",5.01509705410347,5.00493336212886,3.90169913590105,3.55231187888687,-0.680574370077372,1.81792566958889,0.138702512417383,0.516345708524566
"LINC00342",0.784056264046796,1.09803733259323,1.02950146638392,1.06137197267386,5.05721785109047,1.85526578381796,0.138733389144843,0.51636921150901
"LINC01764",-0.62359030950122,-1.04938594532356,-1.1962126208577,-1.54744680377477,0.888416649918356,1.83297921824961,0.138802040910038,0.516412525829479
"VTA1",0.274457664353419,0.196186663893607,0.251371395627323,-0.264776341243885,5.89517741750974,1.85459384118558,0.138826639448104,0.516412525829479
"SLC16A12",-1.49648527822821,-1.90792471677055,-1.71879051301007,-1.90566959476817,3.07374209100206,1.85048807916253,0.138856027567133,0.516412525829479
"MORF4L2-AS1",0.878553367811448,0.961451280469243,1.07471302873052,0.699693373553527,1.8398301520077,1.84328209336862,0.138871540749768,0.516412525829479
"TMEM87B",0.370254485189111,0.434170201464154,0.480821880201973,0.591620815604104,4.46445726324199,1.85451470992928,0.138881455472926,0.516412525829479
"FLT1",0.800977481190923,1.01355957420497,0.571484578706352,1.62212986148003,2.89012028909794,1.85011337558202,0.138892418468265,0.516412525829479
"AL162458.1",-0.383158736534895,-0.499873646558632,-0.525967436601903,-0.0865818460819663,3.50251819482861,1.8526420196365,0.138958288301425,0.516551497377744
"AC126544.2",-2.82913116087641,-0.387130683393483,-1.69434330792392,-1.79514463341374,-0.302647951610113,1.80986625233043,0.138978939642685,0.516551497377744
"SNUPN",-0.469485787755388,-0.441055786500621,-0.542455545050105,-0.322100314205829,4.74506069814612,1.85330455405075,0.139107941846307,0.516584032603399
"SLC35F3",-0.169825085720023,0.296462892342246,0.857856558222686,0.656707232907884,1.34827391541323,1.83646702564968,0.139126726481555,0.516584032603399
"AC091868.2",5.80029568913378,6.20464672437263,5.85043188297661,4.45227260554482,0.0174798591052614,1.82196039342506,0.13912858970201,0.516584032603399
"CAPN9",4.05926516833668,4.03032448886968,4.26732858044811,5.57300760574784,-0.977667376450114,1.80596256486973,0.139132323443638,0.516584032603399
"AC011476.3",0.456688068385765,0.666765776354168,1.00323259443537,0.151903991476064,2.15714249345915,1.84490222589432,0.139139094566741,0.516584032603399
"AL445584.2",-0.0975905233880475,-0.218161952491735,0.090088195514048,1.09483949782295,0.346003040639204,1.82716582286332,0.139140454363508,0.516584032603399
"AC079385.1",0.331779054380664,0.860963409591907,0.965229940767779,0.2629820208916,1.55667597857836,1.83838961136531,0.139159707764868,0.516584032603399
"TNFAIP3",0.285570958815743,0.62304997314773,0.633589688718098,0.630573341464579,3.28275918655039,1.85082829391828,0.139278375175271,0.516843776681666
"TRAPPC12-AS1",0.173414458058247,0.756696331382026,0.299325532788239,-1.89107210079259,0.261684900480203,1.82127812027989,0.139278850485284,0.516843776681666
"LINC02050",5.8164161725631,6.70557824476505,5.82738400005414,5.53156819610048,0.338646951319906,1.82383506117493,0.139357889887347,0.516972667998121
"PLCG1-AS1",0.639256558339511,1.17078591312732,1.24798612187055,0.237127288809704,2.78112219574709,1.84934312349244,0.139362768030889,0.516972667998121
"LINC01238",-0.876432458290879,-0.268908867050652,-0.681220616828519,-0.172619270009362,1.92675689061382,1.83897582230383,0.139481435253071,0.517301821199866
"MED1",-0.413779342034334,-0.394666059001248,-0.446257645319549,-0.366955787909028,5.58334021729412,1.85101920991647,0.139500714698032,0.517301821199866
"AC074366.1",-0.0217460114758891,0.712348313522345,0.445490792815625,-0.28719950368094,0.971982483794281,1.82910150353164,0.139550960771105,0.517306614523235
"AC009754.2",1.02832091660583,1.38795915539341,1.49560263050737,0.192655994170312,3.53391103823182,1.85047143548185,0.139584342942343,0.517306614523235
"ARAP1-AS2",0.969330210378862,1.47249596879222,1.5639909608686,0.156908907676634,0.366763689619356,1.81960900644174,0.139584609321739,0.517306614523235
"ECSIT",-0.601090555262224,-0.555650622252622,-0.662836641515233,-0.343190223064616,4.88175505445772,1.85029734893088,0.139663626764215,0.517306614523235
"MIR99AHG",-0.00156972042400865,-0.327470723469062,-0.203069336940517,-0.490914488290312,10.0121203221262,1.84997474432248,0.139665159170914,0.517306614523235
"DAPK2",0.490311518731109,1.07943744668122,0.7378775395683,0.987658309298573,4.21486449404645,1.85031213000194,0.139666201776919,0.517306614523235
"TRIM10",-0.0106991803900166,0.276337125355899,0.461050902600543,0.887636552080236,1.87296687119688,1.83804559422429,0.139676192790521,0.517306614523235
"CEP78",0.10742019350337,-0.0865802980954919,-0.0965897291683635,-0.42944122891535,4.22691149396902,1.85000633499634,0.139698870262031,0.517306614523235
"EEF1AKMT1",0.219644010058183,0.100824454208788,0.317765026862133,-0.0520635157934473,5.0315930470913,1.84950688156186,0.139799243961913,0.517508480039918
"YIF1B",-0.356419234399905,-0.100943926920061,-0.497083478374809,0.211061723112652,3.07139959621919,1.84627991660311,0.139802619072719,0.517508480039918
"DHX35",-0.216376194699926,-0.392547059366566,-0.227797288615217,-0.336365772579036,5.01111451838102,1.84935446058857,0.139830151205986,0.517519267368353
"ZMAT3",0.672636208667239,0.798978047469962,1.1706258003797,1.04099711967776,6.0581323053136,1.84855781840139,0.139942161677856,0.517828765397397
"TEDC1",-1.16516403783834,-0.700924175328594,-1.02187437779545,-0.654079744436226,3.15516493309003,1.8455449670653,0.140017205672797,0.517828765397397
"ARR3",0.551082884943178,1.49625655704216,1.53698344268835,0.45074224307837,0.0693564261789268,1.81469804681508,0.140020925600769,0.517828765397397
"ACIN1",-0.211273862617194,-0.175377709999056,-0.333106123002842,-0.0132876171544742,6.70768773174498,1.84807478401887,0.140023991893545,0.517828765397397
"RRS1",0.312290122334264,1.14636269593312,0.790086487292763,0.0575935840242019,1.33422411149179,1.83054722168771,0.140051501207838,0.517828765397397
"MREG",-0.249703714007344,-0.556612214264168,-0.461466552972423,-0.420596637442432,7.86459191203284,1.84784905853451,0.140061571689164,0.517828765397397
"ZNF440",-0.206644414531291,-0.325795067343201,-0.317913990106864,0.057796959798447,4.52021432309598,1.84745595913593,0.140185821835026,0.518197001339181
"AP002518.2",1.5397131871241,1.68072405571157,2.41028916738337,0.533273736163432,6.15256264728129,1.84673367346738,0.140280364378218,0.518455312932297
"ANKRD16",-0.484432251130185,-0.568353079268484,-0.543531452246678,-0.372140289720087,4.74378639160339,1.84674563983983,0.140323432171936,0.518523324155113
"SDHB",-0.221020117767327,-0.262498786641718,-0.346229610844288,-0.0586164822018103,5.87812363335636,1.84581665658808,0.140459190890444,0.518933762899633
"BTBD3",-0.0740216792599479,-0.105552898221756,-0.012237645677194,-0.54607183180349,3.73655231811037,1.84498467155358,0.14055672676994,0.519179179423234
"MRI1",-0.413924633738268,-0.219079187142797,-0.532552160675588,-0.146181195378951,5.27703387313405,1.84522587736707,0.140593368982834,0.519179179423234
"HLA-B",0.0210264862149925,1.0908312732416,-0.183248361571821,0.668890708287139,5.23191881721722,1.84523075964009,0.140599708327299,0.519179179423234
"AC145146.1",0.526155000454862,0.922747325628623,0.77942208438638,0.268399359717837,3.28956626592477,1.84386165050329,0.140676883785014,0.519180833669956
"ATF6B",-0.0140976229368964,-0.0427448648901599,-0.34262356063341,-0.0870837821638097,4.70126885451217,1.84485415385852,0.140680024804035,0.519180833669956
"SUPT3H",-0.14203447342835,-0.312610021521965,-0.225030341841861,-0.672429292273391,6.74667814949333,1.84436728848144,0.14071530294487,0.519180833669956
"MED24",-0.287716734169309,-0.313719523945791,-0.344672121691989,0.01010396077909,4.6822174665399,1.84459744424349,0.140725604322825,0.519180833669956
"GMNC",0.633000992297238,0.311924131319168,0.232952078681879,-0.245679101908688,2.3020486431296,1.83684641512265,0.140725987882558,0.519180833669956
"AP001636.3",1.05305945194251,1.39775056412299,1.25101912300387,0.391556751842107,5.86689627690627,1.84424188514761,0.140748338458999,0.519180833669956
