group,nD,medCells,PC,PP,dual,null,PPtoPC,polarized,middle
F0,2,935,0.34207642780564085,0.18809197625061908,0.10940649006325051,0.3604251058804895,0.6202247668867553,0.5197116015117375,0.48028839848826255
F1,8,878,0.1767087494788503,0.19623036026081275,0.06954720530275886,0.4519071718619372,1.1327433628318584,0.4741903166469583,0.5258096833530417
F2,12,721,0.24200862786925964,0.21626635422768992,0.09755100236500674,0.34625073520435906,0.9636299435028248,0.436891746132915,0.5631082538670851
F3,12,850,0.19409613375130616,0.23895799441630497,0.07741087652181201,0.3761419389987996,1.1143480897513647,0.39218777656136306,0.607812223438637
F4,4,472,0.23327905872318977,0.22206552632491078,0.09205127745726878,0.4035414491123785,1.00512405609493,0.4426947759372355,0.5573052240627645
