"","logFC","logCPM","F","PValue","FDR"
"GRHL2",3.565132684514,2.30423773981168,39.9671499857961,1.23744436050769e-07,0.00208484625858336
"CATSPERB",3.99358986793606,2.68035407869604,34.3896487046621,7.38220741615657e-07,0.00428103320782804
"AC006206.2",4.59154874414544,0.743612740445048,30.971965948001,7.62292237861118e-07,0.00428103320782804
"BICDL2",4.57258467127345,0.343750041303109,29.0698422300684,1.52834248497158e-06,0.00486021565905862
"PAQR5",3.86785812386434,2.02467188748613,30.407079943838,1.57976044384761e-06,0.00486021565905862
"ESRP1",2.53360391730962,1.87060991525713,30.6320422606301,1.73084603242828e-06,0.00486021565905862
"CXCL10",5.01243476237309,1.22619332816274,27.7346159206206,2.86400858189595e-06,0.00689325951254042
"PTPRD",-1.25996651174857,7.14624750494852,27.391789400994,8.3262810923925e-06,0.0168350466604149
"ABCC4",2.423139213984,5.10850318758023,27.5431087135504,8.99308048099088e-06,0.0168350466604149
"FAM83F",2.5020558758325,3.19073017329422,24.5989966069836,1.61904623334054e-05,0.0256625799328576
"SNRPN",1.28076816528015,2.70530059876128,24.1644761155889,1.71694952034752e-05,0.0256625799328576
"DSCAML1",3.58555170778035,3.20508263534995,24.1972172521944,1.82781908353686e-05,0.0256625799328576
"PLUT",2.88315708416224,1.24707500029167,22.1397547481882,2.21135887380438e-05,0.0268234625056244
"FXYD2",3.82524360195635,2.05225830228212,22.5169194558952,2.35306352708853e-05,0.0268234625056244
"BSPRY",2.78812584199662,1.18737958104731,21.7768353583779,2.38812878433265e-05,0.0268234625056244
"TC2N",2.77454473277023,2.13852417160503,22.2356659009581,2.59824335093884e-05,0.0272250448700562
"TMEM150B",4.49198316920063,3.15816522694491,23.3624418412038,2.74706649329865e-05,0.0272250448700562
"TCTN2",2.02585065137464,1.06766816645049,21.1025723060785,3.01229512626423e-05,0.0281950823818332
"SDCBP2",1.88933205514147,3.15552967207703,21.7121804308908,4.28111868369372e-05,0.0379622566225641
"BAIAP2L2",1.6753738659189,2.84813381223833,21.0257738629222,4.91792823877723e-05,0.0402231745377888
"ZEB1",-0.582297193262805,7.91146513747915,21.4656423232572,5.01357232486683e-05,0.0402231745377888
"TUSC3",2.72300558293958,2.22937351240169,20.3099414999307,5.27609096745763e-05,0.0404052639180573
"ACSM1",2.77056797248685,4.36676450849799,21.1969557149951,6.136687264671e-05,0.0424319226831046
"LRRC1",3.5087186350546,2.62896461115142,20.4064751932153,6.30059827330279e-05,0.0424319226831046
"ZC3H12C",-0.729794287741183,6.72022354511624,20.6802070265351,6.46672610928488e-05,0.0424319226831046
"LINC02365",4.25734837003922,2.13222029125964,19.2967851572877,6.66863381836358e-05,0.0424319226831046
"LINC02541",2.28569442958045,2.27291136399687,19.8747525703137,6.79998760947189e-05,0.0424319226831046
"AMOTL1",-0.983033100388748,6.13746611676584,20.3221259892532,7.28196227620744e-05,0.0433552601161348
"PLCH2",2.33940882904661,2.42846901633966,19.4459403937822,7.54897661722728e-05,0.0433552601161348
"AL390800.1",3.7796695773017,1.02384104741515,18.4026968845766,7.71995372438298e-05,0.0433552601161348
"AC068506.1",4.13835212508883,1.03964210707729,18.5036403249698,8.5468295352831e-05,0.0464506400033709
"CDC42BPA",-0.731750746900553,8.81409284709966,19.6388830803687,9.09650919206126e-05,0.0478931208962025
"TMEM171",1.76566933257135,1.69830707416932,18.0108575641521,0.000109254994724672,0.0535069263408724
"SNRPB2",-1.13810437364836,3.44139926135959,18.7882165234819,0.000111383897142456,0.0535069263408724
"TMC4",2.66509756581912,2.2609724157241,18.0373476119156,0.000116605859657385,0.0535069263408724
"TIAM2",0.610188049189441,6.49952247546118,18.8557070485803,0.000118375374923914,0.0535069263408724
"FAM3B",3.88580974417807,0.752087764220539,17.1298272453915,0.000121083021003799,0.0535069263408724
"SCD5",2.29631544861797,1.20310154842228,17.5287296551897,0.000122565829800787,0.0535069263408724
"ANKRD29",2.39427014553605,3.3135398979083,18.4669518739127,0.000123858625789056,0.0535069263408724
"LINC01622",2.55226721383703,1.15868536375275,17.4208715817184,0.000128790727243309,0.0542466543148817
"HPGD",-0.947585755604367,7.47259583347001,18.4270320336981,0.000136803122471424,0.0562160733511842
"TNFRSF14-AS1",1.37181803146883,3.48145898902921,18.138235577156,0.000145720016279719,0.0584545436733503
"CDK14",-0.665624658644226,9.30642979570762,17.8519295167357,0.000166568102932291,0.0652637069349592
"ADGRV1",-1.16867901118026,6.10939017915564,17.6445051724931,0.000179465832524442,0.0679504957640204
"HIGD1C",-1.5463108219965,3.11995165871416,17.2050511331855,0.000181491708771422,0.0679504957640204
"KRT7",3.487532569148,0.663542904315873,15.7571414903287,0.000206296382844671,0.0743591303357525
"TREH",1.94378512007021,3.38769983750145,17.1036475176217,0.000208738227410143,0.0743591303357525
"LINC01550",2.43771328822274,3.11355086248355,16.8919823586212,0.000211849374175933,0.0743591303357525
"ARHGAP27",1.60148810836396,3.06827786077838,16.7949006627279,0.000224900248305861,0.0764949488049456
"NECAB2",1.89902373636032,6.60617047836115,17.2230181837859,0.000227014924041268,0.0764949488049456
"EPB41L1",2.92466715681573,4.55946427371551,17.0812062648566,0.000243531976258157,0.0804515046274005
"LINC01473",-0.716040938081079,8.60334458971482,16.5454663300674,0.00026313707521887,0.08364207749632
"SPINT2",2.46497035962357,2.43164503730432,15.9640376965609,0.000269887102244442,0.08364207749632
"SDC3",2.45970800571922,1.21506451633142,15.4083781952435,0.000269995979676834,0.08364207749632
"MINDY3",-0.768443172196071,6.66828499981513,16.4439114166988,0.000273048092491548,0.08364207749632
"AL590652.1",2.81470823461749,2.15556304658491,15.7173281602899,0.000279907062161027,0.0842120389873033
"SLC6A11",3.18645461688333,0.935810115440936,14.9530414851294,0.000299696921323953,0.0870558578253938
