signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
unsupervised_top50,47,0.026704321118770535,0.8085106382978723,2.4904030624384174e-05,2.1237376515159667e-05,0.505100890205478,0.723404255319149
