signature_set,gene,direction,held_out,n_splits_tested,mean_slope_trend_rho,frac_splits_weakening,p_trend,q_trend
unsupervised_top50,CYP2C18,PP,True,8,-0.6583758030870493,1.0,2.858597008365945e-10,5.497301939165279e-10
unsupervised_top50,RANBP17,PP,True,8,-0.6178520664031614,1.0,1.1674007227525884e-11,2.8473188359819232e-11
unsupervised_top50,TBX3,PC,True,7,-0.5831128322126687,1.0,8.55545078040809e-10,1.4500764034589983e-09
unsupervised_top50,NTN1,PP,True,12,-0.582410913270761,1.0,2.865897564693219e-15,2.0470696890665848e-14
unsupervised_top50,RAPGEF5,PP,True,10,-0.5812800182935363,1.0,2.9421228070593764e-14,1.3373285486633528e-13
unsupervised_top50,ITPR2,PC,True,12,-0.5559965144437492,1.0,7.553762646170123e-16,8.393069606855693e-15
unsupervised_top50,ZSWIM5,PC,True,8,-0.5435545217456019,1.0,1.0382915536884808e-10,2.1631074035176684e-10
unsupervised_top50,KANK4,PC,True,9,-0.5259753518004856,1.0,1.4085743863673824e-11,3.353748538969958e-11
unsupervised_top50,AFF3,PP,True,9,-0.5220302860679698,1.0,1.4787552493569744e-12,4.621110154240545e-12
unsupervised_top50,SLCO1B3,PC,True,13,-0.5212129640594464,1.0,3.1405473963269194e-18,3.1405473963269195e-16
unsupervised_top50,ASAP2,PC,True,9,-0.5196603826968941,1.0,3.874634156424275e-11,8.243902460477181e-11
unsupervised_top50,CYP1A2,PC,True,11,-0.503738875869132,1.0,2.6594082562307122e-14,1.2663848839193869e-13
unsupervised_top50,SLC38A4,PP,True,13,-0.5028529596954728,1.0,3.1549633918004466e-17,6.414289665520801e-16
unsupervised_top50,NKD1,PC,True,10,-0.5027102037220164,1.0,1.2646952395064414e-15,1.1497229450058557e-14
unsupervised_top50,GTF2IRD1,PC,True,6,-0.5008586719644327,1.0,3.895309856218802e-09,5.992784394182772e-09
unsupervised_top50,ZNRF3,PC,True,10,-0.5005708468420241,1.0,7.345706466649142e-14,2.8252717179419776e-13
unsupervised_top50,USH2A,PP,True,11,-0.49946250532588365,1.0,5.825082599973557e-14,2.3300330399894227e-13
unsupervised_top50,EXPH5,PC,True,13,-0.49866941658445924,1.0,8.422231931321972e-15,4.890664185288093e-14
unsupervised_top50,ATP11C,PC,True,10,-0.49445563696517913,1.0,2.481380825930276e-12,7.089659502657931e-12
unsupervised_top50,FNIP2,PP,True,11,-0.48994318733577613,1.0,5.98059679154455e-15,3.737872994715344e-14
unsupervised_top50,ADH1A,PC,True,10,-0.4800665287934245,1.0,1.2840578990393472e-10,2.6205263245700965e-10
unsupervised_top50,SNTG1,PC,True,10,-0.47732789423319366,1.0,4.297156778889091e-15,2.8647711859260605e-14
unsupervised_top50,NADK2,PC,True,8,-0.47399320391573585,1.0,1.7479971891334902e-11,3.972720884394296e-11
unsupervised_top50,PSD3,PP,True,10,-0.47392554353248306,1.0,2.766525163062582e-13,9.22175054354194e-13
unsupervised_top50,COL4A5,PP,True,8,-0.4661816578370375,1.0,2.176671581485685e-12,6.401975239663779e-12
unsupervised_top50,MDN1,PP,True,11,-0.46249826131506605,1.0,3.9732084313228767e-14,1.72748192666212e-13
unsupervised_top50,NRIP1,PC,True,9,-0.4586586403356715,1.0,3.3726161140461974e-08,4.620022074035887e-08
unsupervised_top50,AMDHD1,PP,True,12,-0.45828095936037166,1.0,9.7325091809728e-17,1.3903584544246856e-15
unsupervised_top50,TBC1D1,PC,True,11,-0.45821603272997763,1.0,8.803195533518567e-15,4.890664185288093e-14
unsupervised_top50,PLXNA4,PP,True,11,-0.4567925285628415,1.0,2.5934664347891175e-15,1.9949741806070135e-14
unsupervised_top50,CDK6,PC,True,10,-0.44547596333620165,1.0,1.6632226355100453e-11,3.8679596174652215e-11
unsupervised_top50,SVIL,PC,True,8,-0.4383909546327336,1.0,3.577528662436145e-09,5.589888535056476e-09
unsupervised_top50,PPARG,PC,True,11,-0.43647683946149196,1.0,9.6938632157743e-12,2.485605952762641e-11
unsupervised_top50,IGF1,PP,True,6,-0.43414338612853226,1.0,6.955223703143832e-08,8.916953465569015e-08
unsupervised_top50,FGFR2,PP,True,9,-0.4321028348875759,1.0,4.941594823917908e-10,9.151101525773904e-10
unsupervised_top50,MYRIP,PC,True,12,-0.4295897349381876,1.0,8.4265014389313395e-16,8.426501438931339e-15
unsupervised_top50,GLDC,PP,True,11,-0.4271449788102666,1.0,2.5523586627185298e-14,1.2663848839193869e-13
unsupervised_top50,ADH1B,PC,True,12,-0.4190325672020816,1.0,1.422120484337384e-10,2.844240968674768e-10
unsupervised_top50,ARHGEF28,PC,True,10,-0.41719392313654613,1.0,2.536175343001037e-13,8.745432217244955e-13
unsupervised_top50,CUX2,PP,True,11,-0.40658325195163414,1.0,2.588488106155517e-12,7.1902447393208816e-12
unsupervised_top50,DPP4,PC,True,12,-0.4041258033997264,1.0,9.67448743463317e-17,1.3903584544246856e-15
unsupervised_top50,RAP1GDS1,PC,True,10,-0.3998213142556458,1.0,4.922842537708395e-10,9.151101525773904e-10
unsupervised_top50,CCDC38,PP,True,11,-0.39854016050522334,1.0,3.456513447496868e-12,9.341928236478022e-12
unsupervised_top50,DNAH6,PP,True,12,-0.39501313114735015,1.0,8.121368117389876e-18,4.060684058694938e-16
unsupervised_top50,ADGRA3,PP,True,10,-0.3877584344985815,1.0,1.0262954330987782e-11,2.565738582746945e-11
unsupervised_top50,ALAS1,PC,True,7,-0.3865018845238872,1.0,1.5528269041428783e-08,2.2183241487755408e-08
unsupervised_top50,TRHDE,PC,True,13,-0.38282889229016576,1.0,1.6013547179783637e-15,1.3344622649819699e-14
unsupervised_top50,ECHDC2,PP,True,11,-0.38282303424832576,1.0,1.8323744508591356e-10,3.592891080115952e-10
unsupervised_top50,ALDOB,PP,True,8,-0.3775046645127756,1.0,4.3978409614836646e-08,5.863787948644886e-08
unsupervised_top50,GLS2,PP,True,13,-0.37724753027239194,1.0,1.5929451563808099e-16,1.9911814454760124e-15
unsupervised_top50,SLC16A7,PC,True,9,-0.3669340720974528,1.0,1.6905118861083008e-09,2.726632074368227e-09
unsupervised_top50,PKD1L3,PP,True,11,-0.3662564919246185,1.0,2.0524643586188947e-09,3.257879934315706e-09
unsupervised_top50,LGR5,PC,True,11,-0.3646396723767602,1.0,3.207144832760401e-17,6.414289665520801e-16
unsupervised_top50,NRP1,PC,True,7,-0.3622638179790534,1.0,1.317005421447475e-05,1.4965970698266762e-05
unsupervised_top50,SLC13A3,PC,True,8,-0.35389602364207884,1.0,6.193669358267589e-10,1.1060123854049264e-09
unsupervised_top50,MTHFD2L,PP,True,9,-0.351805353598713,1.0,1.1311490476279514e-08,1.639346445837611e-08
unsupervised_top50,C1orf112,PC,True,10,-0.34800634837607636,1.0,6.492510299110638e-12,1.7085553418712203e-11
unsupervised_top50,ARMH1,PP,True,12,-0.3478226987643902,1.0,9.778363430293081e-14,3.6216160852937333e-13
unsupervised_top50,UROC1,PP,True,6,-0.3425118956662168,1.0,3.665650724594721e-07,4.4094060379189983e-07
unsupervised_top50,PKHD1,PP,True,11,-0.33585911281651504,1.0,3.412546965063315e-07,4.1616426403211165e-07
unsupervised_top50,ACMSD,PP,True,13,-0.327342421218265,1.0,4.991871188310572e-14,2.0799463284627385e-13
unsupervised_top50,GPHN,PC,True,15,-0.326415168298083,1.0,1.560467266652448e-17,5.201557555508159e-16
unsupervised_top50,MGLL,PP,True,9,-0.32632352248796287,1.0,1.0011053863961116e-08,1.4722138035236933e-08
unsupervised_top50,CTNND2,PC,True,7,-0.32481586708487026,1.0,1.0140266288307117e-05,1.1655478492307032e-05
unsupervised_top50,SCART1,PC,True,11,-0.323732966207578,1.0,1.6249743837260175e-14,8.552496756452723e-14
unsupervised_top50,BBOX1,PP,True,10,-0.3210001896891872,1.0,1.7529017686819769e-12,5.3118235414605354e-12
unsupervised_top50,HAL,PP,True,11,-0.31536182441812344,1.0,8.08753839934136e-10,1.3944031723002345e-09
unsupervised_top50,HAMP,PP,True,8,-0.3130823138871077,1.0,7.590836039210979e-08,9.608653214191112e-08
unsupervised_top50,KCNJ3,PP,True,8,-0.3028768727464824,1.0,2.266816643963237e-07,2.7985390666212797e-07
unsupervised_top50,PARD3B,PC,True,7,-0.29251378751562523,1.0,3.7039010718519585e-07,4.4094060379189983e-07
unsupervised_top50,SLC22A3,PC,True,13,-0.2914799396919828,1.0,3.0917687619314605e-13,9.973447619133744e-13
unsupervised_top50,ABCD3,PC,True,6,-0.2781486136291029,1.0,6.144784057455131e-07,7.229157714653095e-07
unsupervised_top50,ASPG,PP,True,7,-0.27395551096629556,1.0,5.5165756219262526e-08,7.164383924579549e-08
unsupervised_top50,SDS,PP,True,9,-0.2627514015460267,1.0,4.114707332420159e-08,5.560415314081296e-08
unsupervised_top50,HAO2,PP,True,13,-0.26221000832879054,1.0,2.118895208463935e-11,4.708656018808744e-11
unsupervised_top50,RGL1,PC,True,10,-0.25379087565810765,1.0,1.5135327912348726e-07,1.8919159890435907e-07
unsupervised_top50,FAM9B,PP,True,11,-0.25229414596797084,1.0,3.281761851520868e-08,4.558002571556761e-08
unsupervised_top50,LRMDA,PC,True,13,-0.23796132005974122,1.0,3.063889727011142e-11,6.66062984132857e-11
unsupervised_top50,PLPP1,PC,True,13,-0.23680638458004194,1.0,5.465596608998666e-10,9.937448379997573e-10
unsupervised_top50,GPLD1,PP,True,12,-0.23395456964733688,1.0,2.07735829654578e-08,2.9258567556982815e-08
unsupervised_top50,HMGCS2,PP,True,10,-0.23389227913577088,1.0,2.3807400115758256e-06,2.768302339041658e-06
unsupervised_top50,AOX1,PC,True,8,-0.2316804289880079,1.0,1.1666792283815446e-09,1.9125888989861388e-09
unsupervised_top50,PITPNC1,PC,True,12,-0.22940628832867885,1.0,8.078701649386461e-09,1.2057763655800688e-08
unsupervised_top50,AHR,PC,True,10,-0.22607589390857058,1.0,9.728707104200248e-10,1.6214511840333748e-09
unsupervised_top50,CYP3A4,PC,True,9,-0.2221336921076211,1.0,7.52201660991236e-09,1.1396994863503575e-08
unsupervised_top50,SULT2A1,PC,True,12,-0.20142388696914262,1.0,4.799244216637742e-08,6.314795021891766e-08
unsupervised_top50,CAMK1D,PC,True,13,-0.19629937711179346,1.0,1.3094655200619563e-13,4.676662571649844e-13
unsupervised_top50,ITIH4,PP,True,12,-0.1893577852890663,1.0,7.320994505913429e-10,1.2843850010374437e-09
unsupervised_top50,CYP2E1,PC,True,5,-0.18848249620412977,1.0,2.3235697858563695e-05,2.610752568377943e-05
unsupervised_top50,TMEM45B,PP,True,8,-0.14298894327417572,1.0,5.419830135200319e-05,5.955857291428922e-05
unsupervised_top50,IL1RAPL2,PC,True,10,-0.09266894967219111,1.0,0.0001281334123896108,0.00013777786278452772
unsupervised_top50,ABCB4,PC,True,10,-0.07016059551010478,1.0,0.0003676619630442452,0.00038701259267815287
unsupervised_top50,GRIN2B,PP,True,8,-0.06753150633228308,1.0,0.0004379131331674238,0.0004561595137160665
unsupervised_top50,SLC22A10,PP,True,13,-0.035426282718498764,0.9230769230769231,0.0014781989966809038,0.0015083663231437794
