signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
expanded_curated,47,0.02534958096870084,0.7021276595744681,0.007942726509483574,0.0002348121884097054,0.5049840090427268,0.6808510638297872
