signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
expanded_curated,held_out_split,20,49,0.8979591836734694,-0.25811899223761,7.59715845788378e-09,38,47
