signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,expected_direction
expanded_curated,coord_spread,47,-0.4343796604827483,-0.6856448071193659,-0.1342805411491228,0.002282368789154017,0.0029985007496251873,down
expanded_curated,coord_iqr,47,-0.40119385345877334,-0.6596165063661695,-0.09249823055450188,0.005192335922273595,0.0034982508745627187,down
expanded_curated,pc_pp_anticorr,47,0.6117787415254728,0.3241821423564333,0.8170238998126207,4.905340183878204e-06,0.0004997501249375312,toward 0
expanded_curated,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,up
