signature_set,program,n_genes,median_trend_rho,frac_weakening,mwu_p_more_negative_than_background,rank_biserial_vs_background,q_bh
expanded_curated,wnt_pericentral_identity,11,-0.4027403765045507,1.0,1.2102079145705184e-06,-0.8208947071354442,8.47145540199363e-06
expanded_curated,urea_nitrogen,14,-0.21226028803295843,0.8571428571428571,0.0013229709286702942,-0.4639745332284141,0.0030869321668973533
expanded_curated,cyp_xenobiotic,30,-0.2039477266619045,0.8333333333333334,1.54786160822992e-05,-0.43939566006435304,5.4175156288047203e-05
expanded_curated,lipid_metabolism,20,-0.17846231563669646,0.75,0.00782455749295936,-0.31214397809609673,0.013692975612678881
expanded_curated,bile_acid_transport,11,-0.119211151445347,0.6363636363636364,0.38956136714817,-0.04883503571667003,0.545385914007438
expanded_curated,cholangiocyte_plasticity,13,-0.106645651698405,0.5384615384615384,0.5174365563123664,0.007000010271475121,0.6036759823644275
expanded_curated,other,29845,-0.0637940756383208,0.6692913385826772,,,
expanded_curated,acute_phase_secreted,25,0.0414983683950289,0.36,0.9998256880678416,0.41312182741116743,0.9998256880678416
