signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
unsupervised_lasso,held_out_split,20,275,0.6945454545454546,-0.14447102785971244,9.561329901271303e-11,177,47
