signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
paper2_top50,held_out_split,20,88,0.7272727272727273,-0.20379248855314275,2.3726590787439646e-05,61,47
