signature_set,gene,direction,held_out,n_splits_tested,mean_slope_trend_rho,frac_splits_weakening,p_trend,q_trend
paper2_top50,ELN,PC,True,9,-0.5655692057039551,1.0,1.1685734292223184e-11,8.49265399596424e-11
paper2_top50,ITPR2,PC,True,11,-0.5345697500734002,1.0,1.82667091132351e-15,6.300016176252213e-14
paper2_top50,CDHR2,PP,True,10,-0.5309793562296238,1.0,2.237147639553974e-12,1.9686899228074974e-11
paper2_top50,SLCO1B3,PC,True,12,-0.5206896081035169,1.0,3.1953401883235166e-16,2.8118993657246944e-14
paper2_top50,TBX3,PC,True,10,-0.5177952472643709,1.0,2.7069724334511107e-13,3.0430849251169435e-12
paper2_top50,CES4A,PC,True,11,-0.4794397183165374,1.0,1.2545966130401719e-11,8.49265399596424e-11
paper2_top50,GLUL,PC,True,11,-0.46877222412577685,1.0,3.1351314826485487e-15,6.897289261826807e-14
paper2_top50,CYP1A2,PC,True,8,-0.46067055226096537,1.0,3.6504265999627476e-10,1.606187703983609e-09
paper2_top50,PLIN1,PC,True,12,-0.4527607312664161,1.0,1.1113909998365825e-12,1.0866934220624362e-11
paper2_top50,HAL,PP,True,9,-0.44360867995500364,1.0,1.0672668770709009e-09,4.083455877488664e-09
paper2_top50,ZNRF3,PC,True,8,-0.4282418971448189,1.0,4.4498383789869473e-10,1.864694177861197e-09
paper2_top50,FGFR2,PP,True,10,-0.4251907360524204,1.0,2.4972928137882018e-11,1.5050199726983007e-10
paper2_top50,CCDC198,PC,True,8,-0.4128572147623451,1.0,3.619988575418266e-07,8.848860962133539e-07
paper2_top50,HAMP,PP,True,10,-0.39600655740939467,1.0,6.260269373765876e-11,3.0605761382855395e-10
paper2_top50,ASS1,PP,True,8,-0.3951608026187351,1.0,1.3324025454454297e-07,3.5530734545211456e-07
paper2_top50,GPAM,PC,True,10,-0.3870238360518372,1.0,3.9854632437827055e-11,2.0630633261934007e-10
paper2_top50,ALAS1,PC,True,11,-0.3699587743675403,1.0,1.633836734115948e-09,5.9907346917584764e-09
paper2_top50,GADD45G,PC,True,10,-0.36767941028757056,1.0,7.115278857413824e-08,2.0871484648413886e-07
paper2_top50,SDS,PP,True,11,-0.35973649135662483,1.0,5.223100856923008e-10,2.0892403427692034e-09
paper2_top50,NOTUM,PC,True,13,-0.3507633231134527,1.0,5.52770106987298e-15,9.728753882976445e-14
paper2_top50,ALDOB,PP,True,9,-0.3453042289433152,1.0,1.6594330247431558e-08,5.40852245101473e-08
paper2_top50,ACSL5,PC,True,9,-0.33563130007829023,1.0,8.306537497709197e-09,2.923901199193637e-08
paper2_top50,ASPSCR1,PC,True,12,-0.33475780095058266,1.0,3.5018372691329286e-11,1.9260104980231106e-10
paper2_top50,FBXO31,PC,True,7,-0.3318028372738292,1.0,9.870865085040653e-07,2.1186247011794575e-06
