signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
paper2_top50,47,0.010325730032589329,0.7021276595744681,0.007942726509483574,0.11179225192591957,0.5015567770115482,0.5957446808510638
