signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,expected_direction
paper2_landmark,coord_spread,47,-0.38005803849981445,-0.6405716477196729,-0.07616897865906486,0.00841185509191554,0.00849575212393803,down
paper2_landmark,coord_iqr,47,-0.36285296961554003,-0.6151528684187877,-0.06122986972810383,0.012186757441940988,0.01199400299850075,down
paper2_landmark,pc_pp_anticorr,47,0.6076546800700662,0.32278251257393764,0.8152676348753783,5.909333959124209e-06,0.0004997501249375312,toward 0
paper2_landmark,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,up
