signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
paper2_landmark,held_out_split,20,40,0.775,-0.22929186875504626,0.0006795482549932785,28,47
