signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
paper2_landmark,47,0.024055510327916786,0.7021276595744681,0.007942726509483574,0.00013094945478542286,0.5053583516317861,0.6595744680851063
