signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
unsupervised_top250,held_out_split,20,500,0.808,-0.2406234621120989,5.8554919908879765e-46,388,47
