signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,expected_direction
unsupervised_top250,coord_spread,47,-0.574984380728017,-0.7915423473816869,-0.30357695076326124,2.3659316465111994e-05,0.0004997501249375312,down
unsupervised_top250,coord_iqr,47,-0.557457119542539,-0.7741599477147953,-0.2679657573595618,4.693436698332779e-05,0.0004997501249375312,down
unsupervised_top250,pc_pp_anticorr,47,0.5258822740245822,0.25577323105470756,0.7173451999413637,0.00014693261837469927,0.0004997501249375312,toward 0
unsupervised_top250,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,up
