signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
unsupervised,held_out_split,20,100,0.96,-0.37525092936585613,6.449688895763542e-24,95,47
