signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,jt_z,jt_perm_p,expected_direction
unsupervised,coord_spread,47,-0.5619033732991492,-0.7712387477526509,-0.30202842001897917,3.9592528815729666e-05,0.0004997501249375312,-4.111649269592201,0.0004997501249375312,down
unsupervised,coord_iqr,47,-0.5544929503714655,-0.7686485664852537,-0.2857590845523832,5.250011634035114e-05,0.0004997501249375312,-4.091142290691492,0.0004997501249375312,down
unsupervised,pc_pp_anticorr,47,0.6073324877688626,0.35567099568996274,0.7862562333491291,5.995268162000839e-06,0.0004997501249375312,4.41925395310284,0.0004997501249375312,toward 0
unsupervised,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,-2.2865281474290793,0.02048975512243878,up
