signature_set,stage,stage_rank,n_cells,n_donors,pc_pp_anticorr,coord_spread_std,coord_iqr,coherence_pc,coherence_pp,splithalf_rho_mean,splithalf_rho_lo,splithalf_rho_hi,mean_pc_score,mean_pp_score
paper2_top250,Healthy control,0,3750,4,0.04081346656806873,1.1967333419227257,1.484213974916912,0.014705261850554418,0.011461735466326377,0.5542020845768594,0.5089904926286571,0.5760521553615754,-0.12569319979915256,0.21477971459413328
paper2_top250,NAFLD,1,7073,7,0.05548437787706176,1.2897696825149636,1.7361757703334755,0.017243129078691945,0.012483643316062526,0.5982765071340677,0.5797711063270299,0.6099868782702433,0.9445054955179956,0.09767837339391114
paper2_top250,NASH w/o cirrhosis,2,31903,27,0.047105560070009524,1.4072253894076165,1.536466019300815,0.014027946786735529,0.02066514572957898,0.5856544313282896,0.5632637538340196,0.5997876929668269,0.26394938285572056,0.09312252615807526
paper2_top250,NASH with cirrhosis,3,3603,4,0.38545722618934186,1.3633362830259577,1.2614804140429394,0.01641399692753618,0.023218598134343276,0.46571788995079766,0.4500176889340413,0.48054543655252413,0.19924276086532924,-0.043571863534231446
paper2_top250,end stage,4,23097,5,0.24932456776497636,1.0456458301148996,1.2744661614608814,0.00959717788834899,0.01625727356613594,0.48036173022663886,0.4414736004272027,0.5023339201245575,-0.6644926483610769,-0.18661304898689746
