signature_set,gene,direction,held_out,n_splits_tested,mean_slope_trend_rho,frac_splits_weakening,p_trend,q_trend
paper2_top250,GLS2,PP,True,13,-0.5462547410699201,1.0,6.383262871812632e-17,1.5415579835427506e-14
paper2_top250,SLCO1B3,PC,True,7,-0.5340475474865146,1.0,2.1746933705294882e-09,1.820467553335868e-08
paper2_top250,ELN,PC,True,10,-0.5287691170433668,1.0,7.293054889432988e-12,1.467727296498389e-10
paper2_top250,AMDHD1,PP,True,14,-0.4934421120405356,1.0,5.157530504200808e-17,1.5415579835427506e-14
paper2_top250,TBX3,PC,True,11,-0.49100935095066817,1.0,6.067381503145795e-14,5.8610905320388384e-12
paper2_top250,FNIP2,PP,True,8,-0.487186978650025,1.0,1.1756294146409283e-10,1.4942868612409693e-09
paper2_top250,ITPR2,PC,True,8,-0.4862606757840645,1.0,5.1370593168115926e-08,2.6117891052842095e-07
paper2_top250,ZNRF3,PC,True,10,-0.47658040809440105,1.0,3.8027513693410136e-12,9.183644556958548e-11
paper2_top250,GLDC,PP,True,10,-0.4730362927811611,1.0,9.248950225776441e-14,7.445404931750035e-12
paper2_top250,GLUL,PC,True,9,-0.4697635349838237,1.0,1.4969435538865349e-12,4.980768318838602e-11
paper2_top250,NFIX,PC,True,8,-0.4612666080181921,1.0,6.704259352594917e-08,3.3383064611374687e-07
paper2_top250,F9,PP,True,7,-0.4504524535656499,1.0,3.989170654973757e-07,1.5291820844066069e-06
paper2_top250,SLC7A2,PP,True,10,-0.4464940910080052,1.0,5.018891144638388e-12,1.1018747376637916e-10
paper2_top250,C9,PP,True,10,-0.445772380253309,1.0,5.9620536571672786e-12,1.2520312680051285e-10
paper2_top250,CYP1A2,PC,True,10,-0.44475425258150547,1.0,1.830275133933737e-12,5.2001346452352645e-11
paper2_top250,IGF1,PP,True,11,-0.4443148994435006,1.0,3.910453155079165e-13,1.8887488739032365e-11
paper2_top250,HAMP,PP,True,12,-0.44180619302549223,1.0,2.8891783631646985e-13,1.5505257215650547e-11
paper2_top250,SLC2A9,PP,True,11,-0.423471986576545,1.0,1.773100062992094e-11,2.953128725604074e-10
paper2_top250,PLIN1,PC,True,13,-0.4229443121923361,1.0,1.5468224592666466e-12,4.980768318838602e-11
paper2_top250,FGFR2,PP,True,9,-0.41066630711416036,1.0,2.805818530523773e-10,3.0800235232795054e-09
paper2_top250,HAL,PP,True,8,-0.40980444270844063,1.0,1.301367223860688e-09,1.164000683564282e-08
paper2_top250,CDHR2,PP,True,13,-0.40693879002946587,1.0,5.606136446338578e-13,2.4616035487104846e-11
paper2_top250,HSD17B14,PC,True,11,-0.40471453660465306,1.0,3.2650756393402858e-12,8.761286298896434e-11
paper2_top250,SPRYD4,PP,True,12,-0.3971396003352941,1.0,1.7332421886322687e-12,5.2001346452352645e-11
paper2_top250,GLT1D1,PP,True,9,-0.39250898098410625,1.0,4.326067628962808e-11,6.145560778791283e-10
paper2_top250,SH3RF2,PC,True,12,-0.38509497814196475,1.0,4.197664525598349e-11,6.143854442012128e-10
paper2_top250,GADD45G,PC,True,10,-0.3782022108448815,1.0,3.879217760990091e-07,1.5199228988559407e-06
paper2_top250,CHP1,PP,True,10,-0.37508338936923025,1.0,1.26688776149614e-09,1.154541110948369e-08
paper2_top250,ARRDC1,PC,True,8,-0.3687249243049764,1.0,4.755133812047809e-08,2.5805950912574065e-07
paper2_top250,SDS,PP,True,9,-0.36820136181552043,1.0,5.0371348174708976e-08,2.609264751967603e-07
paper2_top250,HEXD,PC,True,15,-0.3649064085485446,1.0,1.3125791898684875e-11,2.292032595754209e-10
paper2_top250,FPGS,PC,True,12,-0.364882781113123,1.0,4.529353969259008e-11,6.250508477577431e-10
paper2_top250,ASPSCR1,PC,True,13,-0.35632485791269086,1.0,1.5258399141203125e-13,9.212258481501386e-12
paper2_top250,ZFP36L2,PC,True,7,-0.35199048631781726,1.0,3.6282974815312234e-07,1.4726619189744377e-06
