signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
paper2_top250,47,0.006486963256149012,0.5531914893617021,0.5600646295802106,0.478560013118539,0.5006010027320562,0.5106382978723404
