signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,jt_z,jt_perm_p,expected_direction
paper2_top100,coord_spread,47,-0.28404473274112957,-0.5779916489663528,0.03337766443991018,0.052997928575155825,0.06046976511744128,-2.0404444006205686,0.04297851074462768,down
paper2_top100,coord_iqr,47,-0.3425548546397107,-0.6258964411430095,-0.026634949971370434,0.01842303724985261,0.02448775612193903,-2.450583978634753,0.013993003498250875,down
paper2_top100,pc_pp_anticorr,47,0.4225229837984543,0.12791977783330344,0.6699923911068112,0.0030904373107026504,0.0029985007496251873,2.963258451152484,0.0029985007496251873,toward 0
paper2_top100,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,-2.2865281474290793,0.02048975512243878,up
