signature_set,stage,stage_rank,n_cells,n_donors,pc_pp_anticorr,coord_spread_std,coord_iqr,coherence_pc,coherence_pp,splithalf_rho_mean,splithalf_rho_lo,splithalf_rho_hi,mean_pc_score,mean_pp_score
paper2_top100,Healthy control,0,3750,4,-0.2733775801299612,1.4178988551846186,1.7933691275701715,0.027574253290073462,0.02027191314119885,0.5626362438596441,0.5021858634201503,0.5992109497522453,-0.22656718361608874,0.27542838475423337
paper2_top100,NAFLD,1,7073,7,-0.27173353678540446,1.5306484035807548,2.169101529003382,0.032372588891937254,0.024766584122599456,0.624232640124741,0.5923588518152012,0.6398554755656847,0.7710793464075625,-0.12293591089327989
paper2_top100,NASH w/o cirrhosis,2,31903,27,-0.2502960751268389,1.5705699410072553,1.8762114289719922,0.023697505978204244,0.04289516802923998,0.6082358837324853,0.5950106106491516,0.6247960282305524,0.2048307069672773,-0.005150744985994177
paper2_top100,NASH with cirrhosis,3,3603,4,0.06795544929127405,1.4650944186875936,1.5194999051153482,0.02073884983861078,0.04271832331094166,0.4780124723676125,0.46214287216919425,0.49507266910989917,0.14346829479009993,0.012124944812783485
paper2_top100,end stage,4,23097,5,0.13357647582220505,1.214383093515151,1.5053738766564566,0.017968330742122302,0.03357075017463801,0.4690856398721291,0.43406393388353137,0.5044910040467673,-0.5046476853741236,-0.0018484090553965973
