signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
paper2_top100,47,0.011367244463078728,0.5957446808510638,0.24296021728332556,0.1824015232014915,0.5031207809110929,0.5531914893617021
