signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,expected_direction
unsupervised_elasticnet,coord_spread,47,-0.4919232054777185,-0.7336685142356524,-0.1980442363595511,0.0004450222887281432,0.0004997501249375312,down
unsupervised_elasticnet,coord_iqr,47,-0.44301441415500586,-0.6917589827363197,-0.14816297035865594,0.001817749538952105,0.0014992503748125937,down
unsupervised_elasticnet,pc_pp_anticorr,47,0.48341732872594234,0.2023794598302545,0.688893653161709,0.0005771313348514892,0.0024987506246876563,toward 0
unsupervised_elasticnet,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,up
