signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
supervised,47,0.0031768567146453334,0.574468085106383,0.38169339766321275,0.2904590533139384,0.5015387087533628,0.5531914893617021
