signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,jt_z,jt_perm_p,expected_direction
unsupervised_p2,coord_spread,47,-0.5040376360029754,-0.7468243315250718,-0.19435984046348145,0.0003036998502409954,0.0004997501249375312,-3.6604957337765978,0.0004997501249375312,down
unsupervised_p2,coord_iqr,47,-0.46698552136455673,-0.7213983959027889,-0.16021168271997296,0.0009359963246701813,0.0014992503748125937,-3.3733980291666685,0.0004997501249375312,down
unsupervised_p2,pc_pp_anticorr,47,0.6351054641326164,0.3635201421523518,0.8314576940653298,1.6250009827830687e-06,0.0004997501249375312,4.7268586366134775,0.0004997501249375312,toward 0
unsupervised_p2,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,-2.2865281474290793,0.02048975512243878,up
