signature_set,metric,n_donors,rho_vs_stage,ci_lo,ci_hi,p_spearman,perm_p,jt_z,jt_perm_p,expected_direction
core_curated,coord_spread,47,-0.5410253121811534,-0.7651021722953977,-0.24999010007550623,8.6215819782284e-05,0.0004997501249375312,-3.8860725016843993,0.0004997501249375312,down
core_curated,coord_iqr,47,-0.5225959125523051,-0.7569104338518812,-0.2239371467552204,0.00016441164786186718,0.0004997501249375312,-3.8040445860815626,0.0004997501249375312,down
core_curated,pc_pp_anticorr,47,0.5616456194581864,0.2707234418342242,0.7732357675288795,3.9987562144491155e-05,0.0004997501249375312,4.029621353989364,0.0004997501249375312,toward 0
core_curated,mean_entropy,47,-0.3338556625072124,-0.6395310076612564,0.015270116818753818,0.021824675581385598,0.022488755622188907,-2.2865281474290793,0.02048975512243878,up
