signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
core_curated,held_out_split,20,21,1.0,-0.3389221364436396,9.5367431640625e-07,20,47
