signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
core_curated,47,0.033144401903943556,0.7659574468085106,0.00034600114031491097,9.205211739526931e-07,0.5071661133191565,0.7872340425531915
