signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
unsupervised_top100,held_out_split,20,200,0.915,-0.3236260569439968,2.5089767668245594e-36,182,47
