signature_set,gene,direction,held_out,n_splits_tested,mean_slope_trend_rho,frac_splits_weakening,p_trend,q_trend
unsupervised_top100,RANBP17,PP,True,9,-0.6243872002459087,1.0,7.044528099638305e-12,2.2363581268693033e-11
unsupervised_top100,CYP2C18,PP,True,11,-0.6089668814422411,1.0,3.791086303638271e-16,5.054781738184362e-15
unsupervised_top100,CDHR2,PP,True,15,-0.6029635601645411,1.0,2.872902805020264e-19,1.436451402510132e-17
unsupervised_top100,NTN1,PP,True,12,-0.5964584976032397,1.0,8.215770964474065e-14,5.773696230077313e-13
unsupervised_top100,RAPGEF5,PP,True,10,-0.58976656350724,1.0,1.413108275345836e-15,1.413108275345836e-14
unsupervised_top100,TBX3,PC,True,9,-0.5754497696075334,1.0,4.0082061346272287e-13,1.8970581831935246e-12
unsupervised_top100,ITPR2,PC,True,14,-0.5457201142844064,1.0,2.78424474903975e-18,1.1136978996159e-16
unsupervised_top100,ADH1A,PC,True,8,-0.545519894782944,1.0,2.6394746248561096e-10,5.67628951581959e-10
unsupervised_top100,ZSWIM5,PC,True,8,-0.5414602717877782,1.0,2.12728292093576e-10,4.780411058282606e-10
unsupervised_top100,AFF3,PP,True,12,-0.5400533654058558,1.0,4.198721121796159e-17,1.0496802804490396e-15
unsupervised_top100,SLCO1B3,PC,True,10,-0.5381900199305614,1.0,1.0440042312719974e-15,1.2282402720847027e-14
unsupervised_top100,PPP1R1C,PC,True,8,-0.5245854500122376,1.0,2.2000820122571407e-11,5.946167600694974e-11
unsupervised_top100,MINDY3,PC,True,11,-0.5235390572885558,1.0,4.0786750938660783e-13,1.8970581831935246e-12
unsupervised_top100,ESR1,PC,True,11,-0.5185538636826594,1.0,6.554199090638857e-13,2.675183302301574e-12
unsupervised_top100,USH2A,PP,True,7,-0.5175328906762479,1.0,4.996579221649168e-09,8.47196128851591e-09
unsupervised_top100,F9,PP,True,8,-0.5171266982393732,1.0,1.4138493728027348e-10,3.2502284432246777e-10
unsupervised_top100,KANK4,PC,True,9,-0.5120494845595727,1.0,9.867562109950587e-12,2.9399407526484954e-11
unsupervised_top100,USP9Y,PP,True,9,-0.5093782443286227,1.0,3.8859683459152373e-13,1.8955943150806037e-12
unsupervised_top100,FNIP2,PP,True,9,-0.5091282743619927,1.0,1.890582571552499e-11,5.179678278226025e-11
unsupervised_top100,SLC38A4,PP,True,13,-0.5057973016480107,1.0,5.089485700121448e-18,1.6964952333738161e-16
unsupervised_top100,CYP1A2,PC,True,14,-0.5015751662723476,1.0,2.6305348315615464e-22,5.261069663123093e-20
unsupervised_top100,PSD3,PP,True,9,-0.4977369865572153,1.0,7.889676939215466e-13,3.0939909565550844e-12
unsupervised_top100,SNTG1,PC,True,9,-0.4934697285234959,1.0,1.0614917371516788e-12,3.889953398365363e-12
unsupervised_top100,ATP11C,PC,True,12,-0.49110698498133604,1.0,1.2105849130718206e-15,1.2742999084966532e-14
unsupervised_top100,NKD1,PC,True,7,-0.48956659893177185,1.0,8.139924188887547e-10,1.6118661760173362e-09
unsupervised_top100,RNF43,PC,True,11,-0.4872484880893456,1.0,5.940126506955846e-13,2.577539579683036e-12
unsupervised_top100,ZNRF3,PC,True,7,-0.48044395406054885,1.0,7.10731141642979e-09,1.174762217591701e-08
unsupervised_top100,TRPM8,PC,True,10,-0.47901618189150064,1.0,1.1161214193703266e-12,3.9720032789920616e-12
unsupervised_top100,COL4A5,PP,True,9,-0.4777897031982521,1.0,8.751807046686146e-12,2.6928637066726604e-11
unsupervised_top100,SLC43A3,PP,True,8,-0.4766432355931358,1.0,7.84665585179902e-10,1.569331170359804e-09
unsupervised_top100,EXPH5,PC,True,10,-0.4766190711705455,1.0,1.8567542098276152e-11,5.157650582854487e-11
unsupervised_top100,ASAP2,PC,True,5,-0.46922797978093406,1.0,2.791784541181895e-06,3.489730676477369e-06
unsupervised_top100,CNKSR2,PC,True,13,-0.46860639647984276,1.0,6.722878688830535e-17,1.4939730419623413e-15
unsupervised_top100,GTF2IRD1,PC,True,13,-0.46743659058624176,1.0,3.351230865051159e-20,3.3512308650511587e-18
unsupervised_top100,FGFR2,PP,True,7,-0.4649879290970941,1.0,8.005942610556538e-08,1.1519341885692862e-07
unsupervised_top100,SVIL,PC,True,10,-0.46320942759445016,1.0,2.561672848663448e-13,1.4231515825908044e-12
unsupervised_top100,ELOVL2,PC,True,12,-0.462469459276019,1.0,3.50667020620177e-16,5.054781738184362e-15
unsupervised_top100,PLXNA4,PP,True,12,-0.45320643061641436,1.0,2.0730465456767219e-16,3.45507757612787e-15
unsupervised_top100,NADK2,PC,True,12,-0.4480191345670357,1.0,9.931496603526401e-15,8.636084003066436e-14
unsupervised_top100,TMEM150C,PC,True,10,-0.44617834255282557,1.0,2.28821041904115e-12,7.6273680634705e-12
unsupervised_top100,AGMO,PC,True,10,-0.44347192722271506,1.0,6.1386430220211e-13,2.577539579683036e-12
unsupervised_top100,MDN1,PP,True,12,-0.4403616975417626,1.0,1.2934065044111492e-16,2.5868130088222983e-15
unsupervised_top100,AMDHD1,PP,True,12,-0.43800969374297605,1.0,7.654994343631708e-15,6.959085766937916e-14
unsupervised_top100,ADH1B,PC,True,11,-0.43630695624813004,1.0,1.4893134044429343e-12,5.048520015060794e-12
unsupervised_top100,TBC1D1,PC,True,10,-0.43584885737623685,1.0,9.995798559004886e-12,2.9399407526484954e-11
unsupervised_top100,MYRIP,PC,True,11,-0.4355688429762817,1.0,7.210901135431592e-12,2.2534066048223725e-11
unsupervised_top100,HLF,PC,True,9,-0.433320005803234,1.0,1.4642261961366896e-11,4.2441339018454776e-11
unsupervised_top100,SCLY,PP,True,11,-0.4247666138231997,1.0,3.2694114761830284e-13,1.6766212698374504e-12
unsupervised_top100,GLIS3,PP,True,13,-0.4237027033013229,1.0,1.1309295785064119e-15,1.25658842056268e-14
unsupervised_top100,ARSB,PC,True,12,-0.42247465495327385,1.0,1.983227136681701e-14,1.586581709345361e-13
unsupervised_top100,GLDC,PP,True,13,-0.42043616904758147,1.0,1.3545067132662653e-19,9.030044755108435e-18
unsupervised_top100,TBL1Y,PC,True,9,-0.41815372995164873,1.0,9.555101847060603e-12,2.8954854082001824e-11
unsupervised_top100,PELI1,PP,True,8,-0.4163288368078143,1.0,8.0413330879963e-09,1.286613294079408e-08
unsupervised_top100,ALAS1,PC,True,9,-0.41489060617438583,1.0,2.163514423253355e-10,4.8078098294519e-10
unsupervised_top100,DLGAP2,PP,True,11,-0.4091080679847027,1.0,6.02050277870415e-13,2.577539579683036e-12
unsupervised_top100,CDH23,PP,True,10,-0.4066131279650186,1.0,6.90788977809816e-13,2.763155911239264e-12
unsupervised_top100,MINPP1,PC,True,9,-0.4048167268900853,1.0,7.36491422214368e-09,1.1975470279908422e-08
unsupervised_top100,ARHGEF28,PC,True,8,-0.40468158511930274,1.0,2.52420706852869e-10,5.487406670714543e-10
unsupervised_top100,NRIP1,PC,True,14,-0.4035734737405202,1.0,3.614132922399046e-16,5.054781738184362e-15
unsupervised_top100,ADGRA3,PP,True,8,-0.40018700251751194,1.0,1.4162973526600796e-08,2.212964613531374e-08
unsupervised_top100,SLC16A7,PC,True,7,-0.39925149415723127,1.0,6.216310890621977e-09,1.0447581328776433e-08
unsupervised_top100,PKHD1,PP,True,13,-0.39856674700280514,1.0,9.372075429298635e-13,3.536632237471183e-12
unsupervised_top100,DPP4,PC,True,13,-0.3953150831629654,1.0,5.6449309869945234e-15,5.376124749518594e-14
unsupervised_top100,ST3GAL2,PC,True,6,-0.3950507202491573,1.0,4.983752305241952e-07,6.734800412489125e-07
unsupervised_top100,DIXDC1,PC,True,10,-0.3911092344310993,1.0,1.1427140919260349e-10,2.6887390398259643e-10
unsupervised_top100,CLDN2,PC,True,15,-0.38806559115906225,1.0,4.888498665819004e-16,6.110623332273754e-15
unsupervised_top100,DNAH6,PP,True,8,-0.3868160220175608,1.0,3.5794037570602425e-11,9.336468456062855e-11
unsupervised_top100,PPARG,PC,True,12,-0.3857823217178658,1.0,4.895752382093073e-13,2.2253419918604877e-12
