signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
unsupervised_top100,47,0.03072369421447176,0.7659574468085106,0.00034600114031491097,2.1237376515159667e-05,0.5072434129451556,0.8085106382978723
