signature_set,mode,K,n_genes_tested,frac_weakening,median_trend_rho,sign_test_p_2sided,n_genes_q05_weakening,n_donors_basis
unsupervised_combined,held_out_split,20,100,0.86,-0.25787949596038195,8.284451872080075e-14,85,47
