signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
unsupervised_combined,47,-0.009765824251504945,0.5106382978723404,1.0,0.42170463430667837,0.49616474713613734,0.44680851063829785
