gene,rho_vs_stage,p,q,is_signature
AC092118.1,-0.07967809931181587,0.6028652630691688,0.9494584075644071,False
AL034417.4,0.07967110910967463,0.6028971742061383,0.9494590146186085,False
AC074024.1,-0.07964764160808849,0.6030043116152953,0.9495780838126979,False
AL512506.1,-0.07963171919645208,0.6030770077370043,0.9495980737127077,False
ZNF267,-0.07962602120473872,0.6031030236837308,0.9495980737127077,False
AC104534.1,-0.07962170668215818,0.6031227232974739,0.9495980737127077,False
AL049820.1,-0.07961723804532513,0.6031431268735393,0.9495980737127077,False
HLA-C,0.07954288769509117,0.6034826508586029,0.9497048766902596,False
AL133477.2,-0.07957035132025919,0.6033572274114116,0.9497048766902596,False
AP003778.1,0.0795402345530069,0.6034947680744492,0.9497048766902596,False
AC079177.1,0.07955691934811725,0.6034185683829607,0.9497048766902596,False
BIK,0.07956982358223452,0.6033596374281323,0.9497048766902596,False
LINC00624,0.07955336972553731,0.603434779209225,0.9497048766902596,False
AL449214.1,-0.07956743988069202,0.6033705231095915,0.9497048766902596,False
AC022903.2,-0.07955391567259087,0.6034322859028902,0.9497048766902596,False
TMEM50B,-0.07954288769509117,0.6034826508586029,0.9497048766902596,False
AC092546.1,0.07953074112668646,0.6035381265471619,0.9497234838403718,False
AP003472.2,-0.07951194644082021,0.6036239698106353,0.9497593176316232,False
AL137060.3,-0.07951194644082021,0.6036239698106353,0.9497593176316232,False
AC009480.1,0.0794924203884252,0.6037131591400016,0.9498500268425153,False
GPR68,-0.07948466154327304,0.6037486008743818,0.9498561673997679,False
LINC02803,-0.07945293172279283,0.603893549337943,0.9499077638754942,False
ORMDL1,0.07939760388194946,0.6041463345657438,0.9499077638754942,False
LINC02768,-0.07940021921551019,0.6041343844376057,0.9499077638754942,False
AL353795.2,0.07941355886026208,0.6040734337809792,0.9499077638754942,False
LINC01170,0.0793946386291798,0.6041598836881193,0.9499077638754942,False
PRMT6,0.07941577074460059,0.6040633276371764,0.9499077638754942,False
ACSF2,-0.07939760388194946,0.6041463345657438,0.9499077638754942,True
ZNF618,-0.07939760388194946,0.6041463345657438,0.9499077638754942,False
TRIM74,0.07939732673157136,0.6041476009427263,0.9499077638754942,False
AC004918.4,-0.0793979889487804,0.6041445750904512,0.9499077638754942,False
SPIN2B,-0.0794237688534562,0.6040267847290659,0.9499077638754942,False
CPB2,0.07947024578852031,0.6038144531911394,0.9499077638754942,True
LINC00964,-0.07938626147726016,0.6041981620994252,0.9499183570655872,False
AC237221.1,0.07931016715022372,0.6045459142775904,0.9499442573661322,False
AC006369.2,-0.07935790284431565,0.6043277513359767,0.9499442573661322,False
SMIM5,0.07930671086999155,0.6045617115849654,0.9499442573661322,False
CDC42-IT1,0.07931997008274139,0.6045011098728071,0.9499442573661322,False
PLAG1,-0.0793147700855878,0.6045248763347508,0.9499442573661322,False
ADGRL4,0.07932071228653127,0.6044977176812174,0.9499442573661322,False
ZNF425,-0.07933541528793309,0.604430520318752,0.9499442573661322,False
TPP1,0.0793249619753786,0.6044782949280513,0.9499442573661322,True
AC005757.1,0.07934064349415894,0.6044066265436396,0.9499442573661322,False
PPIC,-0.07934384302935192,0.6043920043354655,0.9499442573661322,False
CCNE2,-0.07934959345810207,0.6043657246637664,0.9499442573661322,False
S100A6,0.07929983531285667,0.6045931376031485,0.9499442573661322,False
LINC01597,0.07925297943519093,0.604807319967354,0.950087254110877,False
SH3BP5-AS1,-0.07926276380873169,0.6047625920183445,0.950087254110877,False
RMDN1,-0.07925232006880774,0.6048103342236523,0.950087254110877,False
AC131235.3,-0.07926688362656083,0.6047437592528475,0.950087254110877,False
TM4SF18,0.07923052577148278,0.6049099692841129,0.9501942077363807,False
RMND5A,-0.07917967816223688,0.6051424523980922,0.9504497093722635,True
FARSA-AS1,-0.07917424372814873,0.6051673017539106,0.9504497093722635,False
NSUN6,0.07917967816223688,0.6051424523980922,0.9504497093722635,True
GLIS3-AS1,-0.07916190856849797,0.6052237068298367,0.950459336264186,False
AL162419.1,0.0791591001651757,0.6052365491541176,0.950459336264186,False
LUZP1,0.07910703625566602,0.6054746493968711,0.9506028705576499,False
CEL,-0.07910226302843429,0.6054964804889346,0.9506028705576499,False
AC025271.4,0.07902921055143355,0.6058306396996767,0.9506028705576499,False
CARD19,0.0790138208639047,0.6059010459030446,0.9506028705576499,False
STIL,-0.07905293984684285,0.6057220875898975,0.9506028705576499,False
AC104521.1,-0.07912241178520014,0.6054043293498154,0.9506028705576499,False
