signature_set,n_donors,mean_rho,frac_donors_pos,sign_test_p,wilcoxon_signed_rank_p,mean_auc_dez_plast,frac_donors_auc_gt_0p5
paper2_full,47,0.00030799800092823625,0.5319148936170213,0.7708669945730263,0.962380165638109,0.5005386091925287,0.48936170212765956
