signature_set,gene,program,mean_slope_trend_rho,q_trend,level_rho_central,level_q_central,level_rho_portal,level_q_portal
paper2_full,DGAT1,other,-0.2180146425324554,0.0001074295254772,-0.2576116196323748,0.489579622373246,-0.1967869249004584,0.6303718647493758
paper2_full,ADH1C,cyp_xenobiotic,-0.217801995613661,2.4734022766054643e-05,-0.4765018369053795,0.0712886799348234,-0.2214851731345506,0.568999277223795
paper2_full,ABCA2,other,-0.2174959129275176,5.73334446637241e-07,-0.062549957657444,1.0,0.0170708480441519,1.0
paper2_full,KDM2B,other,-0.2174511639967949,7.549018567413863e-05,-0.0263915103737388,1.0,0.0711890684394423,0.9715582377550184
paper2_full,CLPTM1L,other,-0.2172936477606508,1.5582166552093695e-05,-0.1899357518236009,0.6638627037838568,-0.1290120260698465,0.8202557635525012
paper2_full,GALT,other,-0.2168998571702908,0.0066144619780045,-0.2622526463910113,0.4796295634758608,-0.2190153483111414,0.5746734051279223
paper2_full,VNN1,other,-0.216738761019689,8.190962976115111e-06,0.3904696692303567,0.1989659336718191,0.3312470939631194,0.3047159095154678
paper2_full,FGFR4,other,-0.2156039281365606,1.7161711375551392e-05,-0.2574038124640777,0.4906045136895814,-0.2166181653943031,0.5819032219205783
paper2_full,SLTM,other,-0.2156030331579462,0.0002431699233637,-0.0923356517800364,0.9258592825247758,0.0029056762628343,1.0
paper2_full,HECTD4,other,-0.2153748136112603,0.0012724832754699,-0.194161164245643,0.6521845454829666,-0.1295205194158425,0.8188634511563798
paper2_full,CFHR2,other,-0.2152566764341522,2.5822531283092198e-05,-0.1997026887335672,0.6370550198883368,-0.1455743807680025,0.7783196486947049
paper2_full,A1CF,other,-0.2144660660950449,2.0661830305572595e-07,-0.4246885829432884,0.1389508908871832,-0.3725803388019385,0.2306073428800459
paper2_full,ZNRF2,other,-0.2142754544259412,8.851625306394399e-07,0.1407547219932739,0.7965916256291363,0.3400367646581934,0.288321169258113
paper2_full,NADK2,other,-0.2129515369700862,1.0764167531539044e-05,-0.0999552479509321,0.9037976859871784,-0.009806657387066,1.0
paper2_full,THOP1,other,-0.212936891865486,0.0002007743845614,-0.4535045102804942,0.0968174152729882,-0.4691214326346108,0.0914832803865322
paper2_full,TSC22D3,other,-0.2122388085462115,1.6990548230631886e-07,-0.1603578648693056,0.7511392217112055,-0.0015983325424308,1.0
paper2_full,ACSF2,other,-0.2117340406076591,0.0019321697503089,-0.1376376144688165,0.8029681021076112,-0.0793976038819494,0.9499077638754942
paper2_full,PDXK,other,-0.2115456069284703,5.759693070786393e-06,0.0521595992425862,1.0,0.0108962859856289,1.0
