gene,rho_vs_stage,p,q,is_signature
ZNF43,0.22034035601960472,0.14117043402244495,0.5786105010144222,False
AC093151.2,0.2202553772668442,0.14132775819400384,0.5789401650610465,False
AC005832.1,-0.22028172606225035,0.14127896383054384,0.5789401650610465,False
ZBED3-AS1,-0.2202755983949857,0.1412903103162769,0.5789401650610465,False
DHRS7C,0.2202553772668442,0.14132775819400384,0.5789401650610465,False
ECI2,-0.22013706028278762,0.14154701918618767,0.5791988012877709,True
LRIG2-DT,-0.22013706028278762,0.14154701918618767,0.5791988012877709,False
MACC1,0.22017123467258135,0.1414836624769413,0.5791988012877709,False
PLIN5,-0.22013706028278762,0.14154701918618767,0.5791988012877709,True
AL355096.1,-0.2201374576619799,0.14154628235460046,0.5791988012877709,False
CUEDC2,-0.22013706028278762,0.14154701918618767,0.5791988012877709,False
AC021491.2,0.22012791377177826,0.14156397968852413,0.5791988012877709,False
DNAJC16,-0.22013706028278762,0.14154701918618767,0.5791988012877709,False
PARP8,0.22013706028278762,0.14154701918618767,0.5791988012877709,False
RBM44,0.22009765224428804,0.1416201048028485,0.579322708865775,False
AJ006995.1,0.2200908430690027,0.1416327358428363,0.579322708865775,False
AC073115.1,0.22007916917039377,0.1416543929029436,0.5793326114961912,False
FAM162A,-0.22006779122668857,0.14167550327995337,0.5793402759378623,False
AQP11,-0.21999852217058952,0.14180407385053606,0.5796299256455747,False
AL513123.1,-0.22001533824390812,0.14177285351992217,0.5796299256455747,False
DPH6,0.21999852217058952,0.14180407385053606,0.5796299256455747,False
AC004917.1,0.21992925311449044,0.14193273092612027,0.5798465916732969,False
LINC02699,0.21991815829239011,0.1419533459643131,0.5798465916732969,False
STEAP2,-0.2199360350887775,0.1419201305862339,0.5798465916732969,False
RANBP17,0.21992925311449044,0.14193273092612027,0.5798465916732969,False
PNLIPRP3,0.21991815829239011,0.1419533459643131,0.5798465916732969,False
AC007598.2,0.21988510707421483,0.1420147708438507,0.5800188301470371,False
CEP85,-0.21985998405839138,0.14206147453487167,0.5801309055683702,False
TCEAL1,-0.21981782957370102,0.14213986531199269,0.5802936591570128,False
AC005837.1,-0.2198242897707966,0.14212784980366214,0.5802936591570128,False
PNPLA7,-0.21979071500229236,0.1421903047049373,0.5804209008943612,True
LINC02223,0.21969916805956902,0.1423607012845941,0.5807229094660871,False
CAV1,0.21970883481739725,0.14234270137743166,0.5807229094660871,False
THEM6,-0.2197214459461933,0.14231922146444614,0.5807229094660871,False
AC124312.2,0.219702179379508,0.14235509390007742,0.5807229094660871,False
NONO,-0.2197214459461933,0.14231922146444614,0.5807229094660871,False
ZKSCAN4,-0.2196589503201617,0.14243560650771347,0.5808669812568772,False
AC016747.1,-0.21964914103695932,0.14245388065090464,0.5808669812568772,False
MAGOH,-0.21965217689009423,0.14244822484150768,0.5808669812568772,False
GNA12,0.21958290783399517,0.1425773148642126,0.5808984025656779,False
IL9R,0.21959232274070337,0.14255976412652063,0.5808984025656779,False
PIN1,-0.21958290783399517,0.1425773148642126,0.5808984025656779,False
LINC02397,-0.2195885398054486,0.1425668158684838,0.5808984025656779,False
AL137798.1,0.21962643774430166,0.14249618227378757,0.5808984025656779,False
PPP3CC,0.21958290783399517,0.1425773148642126,0.5808984025656779,False
LINC00525,0.21935093507066716,0.14301025131621,0.5810406256693843,False
MLH1,-0.21951363877789618,0.14270649156063367,0.5810406256693843,False
DDX17,-0.21930583160959896,0.14309454197263416,0.5810406256693843,True
AUTS2,0.2194443697217971,0.14283575495882445,0.5810406256693843,True
AC023157.3,-0.2194412055926201,0.14284166163025713,0.5810406256693843,False
AC092757.3,-0.219311650346872,0.14308366568054084,0.5810406256693843,False
LINC01988,0.21935093507066716,0.14301025131621,0.5810406256693843,False
MID2,0.21930583160959896,0.14309454197263416,0.5810406256693843,False
LINC02741,0.21942601513630994,0.14287002109433844,0.5810406256693843,False
C4orf33,0.21951363877789618,0.14270649156063367,0.5810406256693843,False
EZH2,0.2194443697217971,0.14283575495882445,0.5810406256693843,False
ZNF384,-0.21951363877789618,0.14270649156063367,0.5810406256693843,False
LAX1,0.21942658810476087,0.14286895132870567,0.5810406256693843,False
SIRPD,0.2193192203156262,0.14306951693069464,0.5810406256693843,False
ZNF148,-0.21930583160959896,0.14309454197263416,0.5810406256693843,False
LINC01776,0.21953611948187077,0.14266455882160578,0.5810406256693843,False
GRIA3,0.21937510066569804,0.14296510508681926,0.5810406256693843,False
EXPH5,-0.2194443697217971,0.14283575495882445,0.5810406256693843,False
CLBA1,-0.21931259435939196,0.1430819012049363,0.5810406256693843,False
AC016747.2,-0.21951206812529617,0.14270942160402195,0.5810406256693843,False
SELENOW,-0.21937510066569804,0.14296510508681926,0.5810406256693843,False
UBB,0.2194443697217971,0.14283575495882445,0.5810406256693843,False
ATXN3,-0.21937510066569804,0.14296510508681926,0.5810406256693843,False
SLC16A2,-0.21937510066569804,0.14296510508681926,0.5810406256693843,True
TLE1,0.21937510066569804,0.14296510508681926,0.5810406256693843,False
VPS25,-0.21923656255349996,0.1432240656442659,0.581324684938036,False
AP001065.3,-0.21920868757116108,0.1432762125483847,0.581324684938036,False
ZMYND19,-0.21923656255349996,0.1432240656442659,0.581324684938036,False
MAP6D1,-0.21919618107882624,0.14329961353986054,0.581324684938036,False
AC009097.1,0.21921277313909288,0.14326856862495957,0.581324684938036,False
MPPED1,0.21923656255349996,0.1432240656442659,0.581324684938036,True
AL050341.2,-0.21919618107882624,0.14329961353986054,0.581324684938036,False
AC124798.1,0.21917093343261407,0.14334686322471604,0.581387377322645,False
LINC01001,-0.21916729349740088,0.1433536761296929,0.581387377322645,False
ZNF816,-0.21913039996722716,0.14342274367107702,0.5815891707475194,False
LRR1,-0.21909802444130183,0.143483373456874,0.5816001020727691,False
TSEN15,-0.21909802444130183,0.143483373456874,0.5816001020727691,False
SUMF2,-0.21909802444130183,0.143483373456874,0.5816001020727691,True
AC008610.1,-0.21902533470394175,0.14361956897712166,0.581995500388048,False
HIST2H4A,-0.21902760018318584,0.14361532280509243,0.581995500388048,False
SYNPR-AS1,0.21898824919501061,0.14368909130489055,0.5821988918107612,False
ZNF696,-0.2189594863291037,0.14374302874824074,0.582339090235508,False
AC010809.3,-0.21892102905843408,0.14381516899992003,0.5825529851742558,False
MASP1,0.2188902172730047,0.1438729867682496,0.5827088142145472,False
FAM217B,-0.21884794315263834,0.14395234140045543,0.5829518173937766,False
BTBD10,-0.21882094821690562,0.1440030317416595,0.5830436011849293,False
AL445465.1,0.2188152545807595,0.14401372478051228,0.5830436011849293,False
AC093765.2,0.21880294725593818,0.1440368407880489,0.5830588083351705,False
LINC02129,-0.21878893619409107,0.14406316015106696,0.5830869767866796,False
EFR3A,0.21875167916080654,0.14413316369633442,0.58329192301028,False
ABCB11,0.2186824101047075,0.14426338266011934,0.5834933793813204,True
AL390067.1,0.2186736721865438,0.14427981526223374,0.5834933793813204,False
RDH13,0.2186824101047075,0.14426338266011934,0.5834933793813204,False
IL1RAP,0.2186824101047075,0.14426338266011934,0.5834933793813204,True
IBA57-DT,-0.2187027896314546,0.14422506213324485,0.5834933793813204,False
PLCG2,0.2186131410486085,0.14439368866084015,0.5836404135550293,False
TYW5,0.2186131410486085,0.14439368866084015,0.5836404135550293,False
LINC01787,0.21861865194647492,0.14438331860683962,0.5836404135550293,False
MZT1,-0.21864011034812494,0.14434294481372426,0.5836404135550293,False
